# entry-subent-pointer  : L0058-030-0 
# EXFOR reaction        : ['92-U-234', ['G,F'], ',PR,NU'] 
# incident energy       : 7.9150e+00 MeV - 1.7596e+01 MeV 
# target                : U-234 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.L.Berman 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (J,PR/C,34,2201,198612) 
# year                  : 1986 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L00/L0058.x4 
# nds                   : https://nds.iaea.org/EXFOR/L0058
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      7.91500E+00      0.00000E+00      2.89800E+00      0.00000E+00
      9.35600E+00      0.00000E+00      2.61600E+00      0.00000E+00
      9.82800E+00      0.00000E+00      2.82700E+00      0.00000E+00
      1.03550E+01      0.00000E+00      2.82600E+00      0.00000E+00
      1.08270E+01      0.00000E+00      3.01300E+00      0.00000E+00
      1.13530E+01      0.00000E+00      2.93100E+00      0.00000E+00
      1.17980E+01      0.00000E+00      3.18800E+00      0.00000E+00
      1.22980E+01      0.00000E+00      3.31600E+00      0.00000E+00
      1.26310E+01      0.00000E+00      3.31600E+00      0.00000E+00
      1.27690E+01      0.00000E+00      3.29200E+00      0.00000E+00
      1.29360E+01      0.00000E+00      3.32700E+00      0.00000E+00
      1.31570E+01      0.00000E+00      3.35000E+00      0.00000E+00
      1.32950E+01      0.00000E+00      3.11600E+00      0.00000E+00
      1.33790E+01      0.00000E+00      3.37400E+00      0.00000E+00
      1.37680E+01      0.00000E+00      3.36200E+00      0.00000E+00
      1.42380E+01      0.00000E+00      3.17400E+00      0.00000E+00
      1.47110E+01      0.00000E+00      3.43100E+00      0.00000E+00
      1.51820E+01      0.00000E+00      3.54800E+00      0.00000E+00
      1.59040E+01      0.00000E+00      3.69900E+00      0.00000E+00
      1.66260E+01      0.00000E+00      3.88600E+00      0.00000E+00
      1.75960E+01      0.00000E+00      3.90800E+00      0.00000E+00
