# entry-subent-pointer  : 13067--00-2-0 
# EXFOR reaction        : ['98-CF-252', ['0,F'], 'MASS,CHN,FY'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cf-252 
# product               : 80.0 <= mass <= 168.0 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : J.S.Fraser 
# institute             : (1CANCRC): A.E.C.L., Chalk River, Ontario 
# reference             : (J,CJP,41,2080,63) 
# year                  : 1963 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/130/13067.x4 
# nds                   : https://nds.iaea.org/EXFOR/13067
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             80.0              nan      1.45000E-04              NAN
              nan             81.0              nan      2.82000E-04              NAN
              nan             82.0              nan      4.60000E-04              NAN
              nan             83.0              nan      7.26000E-04              NAN
              nan             84.0              nan      1.13000E-03              NAN
              nan             85.0              nan      1.56000E-03              NAN
              nan             86.0              nan      2.02000E-03              NAN
              nan             87.0              nan      2.58000E-03              NAN
              nan             88.0              nan      3.39000E-03              NAN
              nan             89.0              nan      4.42000E-03              NAN
              nan             90.0              nan      6.21000E-03              NAN
              nan             91.0              nan      7.01000E-03              NAN
              nan             92.0              nan      7.42000E-03              NAN
              nan             93.0              nan      8.71000E-03              NAN
              nan             94.0              nan      1.09600E-02              NAN
              nan             95.0              nan      1.34600E-02              NAN
              nan             96.0              nan      1.48300E-02              NAN
              nan             97.0              nan      1.71700E-02              NAN
              nan             98.0              nan      2.12000E-02              NAN
              nan             99.0              nan      2.61200E-02              NAN
              nan            100.0              nan      3.19300E-02              NAN
              nan            101.0              nan      3.76500E-02              NAN
              nan            102.0              nan      4.36200E-02              NAN
              nan            103.0              nan      5.09500E-02              NAN
              nan            104.0              nan      5.81300E-02              NAN
              nan            105.0              nan      6.44200E-02              NAN
              nan            106.0              nan      6.64200E-02              NAN
              nan            107.0              nan      6.29200E-02              NAN
              nan            108.0              nan      5.93400E-02              NAN
              nan            109.0              nan      5.80500E-02              NAN
              nan            110.0              nan      5.64400E-02              NAN
              nan            111.0              nan      5.00700E-02              NAN
              nan            112.0              nan      4.17600E-02              NAN
              nan            113.0              nan      3.38600E-02              NAN
              nan            114.0              nan      2.90200E-02              NAN
              nan            115.0              nan      2.45100E-02              NAN
              nan            116.0              nan      1.92700E-02              NAN
              nan            117.0              nan      1.52400E-02              NAN
              nan            118.0              nan      8.11000E-03              NAN
              nan            119.0              nan      3.06000E-03              NAN
              nan            120.0              nan      2.10000E-03              NAN
              nan            121.0              nan      2.10000E-03              NAN
              nan            122.0              nan      1.45000E-03              NAN
              nan            123.0              nan      1.61000E-03              NAN
              nan            124.0              nan      1.61000E-03              NAN
              nan            125.0              nan      1.85000E-03              NAN
              nan            126.0              nan      1.77000E-03              NAN
              nan            127.0              nan      1.77000E-03              NAN
              nan            128.0              nan      2.18000E-03              NAN
              nan            129.0              nan      3.87000E-03              NAN
              nan            130.0              nan      7.58000E-03              NAN
              nan            131.0              nan      1.29000E-02              NAN
              nan            132.0              nan      1.62900E-02              NAN
              nan            133.0              nan      2.11200E-02              NAN
              nan            134.0              nan      2.93500E-02              NAN
              nan            135.0              nan      3.60400E-02              NAN
              nan            136.0              nan      4.24100E-02              NAN
              nan            137.0              nan      4.57100E-02              NAN
              nan            138.0              nan      5.04700E-02              NAN
              nan            139.0              nan      5.57900E-02              NAN
              nan            140.0              nan      5.70800E-02              NAN
              nan            141.0              nan      5.77300E-02              NAN
              nan            142.0              nan      5.88600E-02              NAN
              nan            143.0              nan      6.02300E-02              NAN
              nan            144.0              nan      6.04700E-02              NAN
              nan            145.0              nan      5.53100E-02              NAN
              nan            146.0              nan      4.95000E-02              NAN
              nan            147.0              nan      4.33000E-02              NAN
              nan            148.0              nan      4.57900E-02              NAN
              nan            149.0              nan      3.19300E-02              NAN
              nan            150.0              nan      2.58000E-02              NAN
              nan            151.0              nan      2.03200E-02              NAN
              nan            152.0              nan      1.61200E-02              NAN
              nan            153.0              nan      1.34600E-02              NAN
              nan            154.0              nan      1.12900E-02              NAN
              nan            155.0              nan      9.43000E-03              NAN
              nan            156.0              nan      7.74000E-03              NAN
              nan            157.0              nan      6.37000E-03              NAN
              nan            158.0              nan      5.00000E-03              NAN
              nan            159.0              nan      3.87000E-03              NAN
              nan            160.0              nan      2.90000E-03              NAN
              nan            161.0              nan      2.19000E-03              NAN
              nan            162.0              nan      1.87000E-03              NAN
              nan            163.0              nan      1.56000E-03              NAN
              nan            164.0              nan      1.02000E-03              NAN
              nan            165.0              nan      7.09000E-04              NAN
              nan            166.0              nan      4.68000E-04              NAN
              nan            167.0              nan      2.58000E-04              NAN
              nan            168.0              nan      1.29000E-04              NAN
