# entry-subent-pointer  : G0071--00-2-0 
# EXFOR reaction        : ['92-U-238', ['G,F'], 'MASS,CHN,FY,,BRA'] 
# incident energy       : 2.00e+01 MeV 
# target                : U-238 
# product               : 84.0 <= mass <= 153.0 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : E.Jacobs 
# institute             : (2BLGGHT): Universiteit Gent, Gent 
# reference             : (J,PR/C,19,422,1979) 
# year                  : 1979 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/G00/G0071.x4 
# nds                   : https://nds.iaea.org/EXFOR/G0071
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             84.0              nan      8.40000E-03      1.30000E-03
              nan             85.0              nan      1.21000E-02      9.00000E-04
              nan             87.0              nan      2.06000E-02      1.50000E-03
              nan             88.0              nan      2.60000E-02      1.10000E-03
              nan             89.0              nan      3.01000E-02      1.60000E-03
              nan             91.0              nan      4.30000E-02      1.90000E-03
              nan             92.0              nan      4.80000E-02      2.70000E-03
              nan             93.0              nan      5.02000E-02      3.60000E-03
              nan             94.0              nan      5.33000E-02      3.80000E-03
              nan             95.0              nan      5.70000E-02      2.50000E-03
              nan             97.0              nan      5.87000E-02      2.90000E-03
              nan             99.0              nan      6.17000E-02      2.60000E-03
              nan            101.0              nan      5.59000E-02      3.00000E-03
              nan            103.0              nan      4.97000E-02      3.70000E-03
              nan            104.0              nan      3.56000E-02      2.60000E-03
              nan            105.0              nan      2.68000E-02      1.10000E-03
              nan            106.0              nan      1.64000E-02      2.40000E-03
              nan            112.0              nan      3.11000E-03      4.80000E-04
              nan            113.0              nan      2.90000E-03      3.90000E-04
              nan            115.0              nan      2.70000E-03      2.50000E-04
              nan            117.0              nan      2.81000E-03      3.10000E-04
              nan            123.0              nan      2.77000E-03      3.40000E-04
              nan            127.0              nan      6.67000E-03      4.20000E-04
              nan            129.0              nan      1.40300E-02      9.20000E-04
              nan            131.0              nan      3.90000E-02      2.40000E-03
              nan            132.0              nan      4.74000E-02      3.90000E-03
              nan            133.0              nan      6.30000E-02      3.50000E-03
              nan            134.0              nan      6.84000E-02      2.20000E-03
              nan            135.0              nan      6.65000E-02      2.80000E-03
              nan            137.0              nan      6.11000E-02      5.50000E-03
              nan            140.0              nan      5.59000E-02      2.00000E-03
              nan            141.0              nan      5.05000E-02      3.70000E-03
              nan            142.0              nan      4.88000E-02      3.70000E-03
              nan            143.0              nan      4.53000E-02      3.20000E-03
              nan            144.0              nan      3.97000E-02      3.40000E-03
              nan            146.0              nan      2.90000E-02      1.70000E-03
              nan            147.0              nan      2.16000E-02      1.20000E-03
              nan            149.0              nan      1.38000E-02      1.10000E-03
              nan            151.0              nan      7.57000E-03      7.00000E-04
              nan            153.0              nan      3.16000E-03      3.90000E-04
