# entry-subent-pointer  : M0881--00-2-0 
# EXFOR reaction        : ['92-U-238', ['G,F'], 'MASS,CHN,FY,,BRA'] 
# incident energy       : 2.91e+01 MeV 
# target                : U-238 
# product               : 84.0 <= mass <= 151.0 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : S.S.Belyshev 
# institute             : (4RUSMOS): Moscow State University , Moscow 
# reference             : (J,PR/C,91,034603,2015) 
# year                  : 2015 
# facility              : (MICRT): Microtron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M08/M0881.x4 
# nds                   : https://nds.iaea.org/EXFOR/M0881
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             84.0              nan      7.90000E-03      1.90000E-03
              nan             85.0              nan      1.13000E-02      7.00000E-04
              nan             87.0              nan      1.58000E-02      1.00000E-03
              nan             88.0              nan      2.07000E-02      7.00000E-04
              nan             89.0              nan      2.49000E-02      2.70000E-03
              nan             91.0              nan      4.36000E-02      1.10000E-03
              nan             92.0              nan      5.14000E-02      2.80000E-03
              nan             93.0              nan      5.27000E-02      3.90000E-03
              nan             94.0              nan      5.45000E-02      4.60000E-03
              nan             97.0              nan      5.68000E-02      1.60000E-03
              nan             99.0              nan      6.01000E-02      8.00000E-04
              nan            101.0              nan      5.93000E-02      4.60000E-03
              nan            104.0              nan      3.57000E-02      2.10000E-03
              nan            105.0              nan      2.90000E-02      1.20000E-03
              nan            107.0              nan      1.01000E-02      1.20000E-03
              nan            112.0              nan      4.00000E-03      7.00000E-04
              nan            113.0              nan      4.30000E-03      1.70000E-03
              nan            115.0              nan      4.60000E-03      7.00000E-04
              nan            117.0              nan      4.80000E-03      9.00000E-04
              nan            123.0              nan      4.80000E-03      5.00000E-04
              nan            127.0              nan      1.06000E-02      2.80000E-03
              nan            128.0              nan      1.16000E-02      1.00000E-03
              nan            129.0              nan      1.52000E-02      1.20000E-03
              nan            130.0              nan      2.19000E-02      1.30000E-03
              nan            131.0              nan      3.18000E-02      1.40000E-03
              nan            132.0              nan      4.56000E-02      6.00000E-04
              nan            133.0              nan      6.29000E-02      1.50000E-03
              nan            134.0              nan      6.64000E-02      2.60000E-03
              nan            135.0              nan      6.33000E-02      1.80000E-03
              nan            138.0              nan      5.97000E-02      3.20000E-03
              nan            139.0              nan      5.94000E-02      1.30000E-03
              nan            140.0              nan      5.26000E-02      5.50000E-03
              nan            141.0              nan      5.22000E-02      2.10000E-03
              nan            142.0              nan      4.87000E-02      3.20000E-03
              nan            143.0              nan      4.21000E-02      9.00000E-04
              nan            146.0              nan      2.97000E-02      2.30000E-03
              nan            149.0              nan      1.41000E-02      2.00000E-03
              nan            151.0              nan      5.60000E-03      1.00000E-03
