# entry-subent-pointer  : 14195-005-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], '0-G-0,PR/PAR,KE'] 
# incident energy       : 2.53e-08 MeV 
# target                : U-235 
# product               : G-0 
# level energy          : 2.20e-01 MeV 
# MF-MT number          : ? - Miscellaneous 
# first author          : V.V.Verbinski 
# institute             : (1USAIRT): Intelcom Radiation Technology, San Diego, CA 
# reference             : (J,PR/C,7,1173,1973) 
# year                  : 1973 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/141/14195.x4 
# nds                   : https://nds.iaea.org/EXFOR/14195
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.53000E-08      0.00000E+00      1.81000E+05      5.00000E+03
      2.53000E-08      0.00000E+00      5.32000E+05      1.30000E+04
      2.53000E-08      0.00000E+00      7.09000E+05      2.80000E+04
      2.53000E-08      0.00000E+00      1.02100E+06      2.60000E+04
      2.53000E-08      0.00000E+00      1.33700E+06      3.40000E+04
      2.53000E-08      0.00000E+00      8.04000E+05      2.00000E+04
      2.53000E-08      0.00000E+00      5.82000E+05      1.50000E+04
      2.53000E-08      0.00000E+00      4.34000E+05      1.20000E+04
      2.53000E-08      0.00000E+00      4.90000E+05      1.50000E+04
      2.53000E-08      0.00000E+00      2.20000E+05      1.50000E+04
      2.53000E-08      0.00000E+00      1.16000E+05      1.10000E+04
      2.53000E-08      0.00000E+00      6.40000E+03      1.50000E+04
      2.53000E-08      0.00000E+00      1.90000E+03      1.50000E+04
