# entry-subent-pointer  : 23818--01-0-0 
# EXFOR reaction        : ['90-TH-232', ['N,F'], 'ELEM/MASS,CUM,FY'] 
# incident energy       : 1.40e+01 MeV 
# target                : Th-232 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : C.Chauvin 
# institute             : (2FR GRE): Universite Joseph Fourier, Grenoble 
# reference             : ((R,FRNC-TH-470,1973)=(T,CHAUVIN,1973)) 
# year                  : 1973 
# facility              : (ACCEL): Accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/238/23818.x4 
# nds                   : https://nds.iaea.org/EXFOR/23818
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             36.0             85.0              nan      4.33000E-02      6.00000E-04
             36.0             87.0              nan      4.75000E-02              NAN
             36.0             88.0              nan      4.69000E-02      5.00000E-04
             38.0             91.0              nan      5.72000E-02      3.00000E-03
             38.0             92.0              nan      5.14000E-02      2.60000E-03
             39.0             92.0              nan      5.70000E-02      1.60000E-03
             39.0             93.0              nan      5.43000E-02      2.80000E-03
             40.0             95.0              nan      4.79000E-02      3.20000E-03
             40.0             97.0              nan      3.56000E-02      3.90000E-03
             42.0             99.0              nan      2.01000E-02      1.90000E-03
             44.0            103.0              nan      1.13000E-02      8.00000E-04
             44.0            105.0              nan      9.40000E-03      9.00000E-04
             47.0            112.0              nan      1.70000E-02      1.70000E-03
             47.0            113.0              nan      1.62000E-02      1.50000E-03
             48.0            115.0              0.0      1.57000E-02      1.60000E-03
             48.0            117.0              nan      1.51000E-02      1.70000E-03
             51.0            127.0              nan      1.07000E-02      9.00000E-04
             51.0            129.0              nan      1.48000E-02      1.40000E-03
             53.0            131.0              nan      2.86000E-02      1.90000E-03
             52.0            132.0              nan      3.55000E-02      2.50000E-03
             53.0            132.0              nan      3.27000E-02      2.50000E-03
             53.0            133.0              nan      4.35000E-02      3.00000E-03
             53.0            135.0              nan      4.27000E-02      2.50000E-03
             58.0            141.0              nan      5.69000E-02      5.00000E-03
             57.0            142.0              nan      5.13000E-02      4.00000E-03
             58.0            143.0              nan      4.61000E-02      4.00000E-03
             60.0            147.0              nan      1.86000E-02      1.80000E-03
             60.0            149.0              nan      1.00000E-02      1.00000E-03
