# entry-subent-pointer  : 10920--00-2-0 
# EXFOR reaction        : ['90-TH-232', ['N,F'], 'MASS,CHN,FY'] 
# incident energy       : 6.40e+00 MeV 
# target                : Th-232 
# product               : 77.0 <= mass <= 129.0 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : L.E.Glendenin 
# institute             : (1USAANL): Argonne National Laboratory, Argonne, IL 
# reference             : (J,PR/C,22,152,8007) 
# year                  : 1980 
# facility              : (DYNAM): Dynamitron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/109/10920.x4 
# nds                   : https://nds.iaea.org/EXFOR/10920
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             77.0              nan      3.90000E-04      6.00000E-05
              nan             78.0              nan      6.50000E-04      1.00000E-04
              nan            103.0              nan      1.60000E-03      4.00000E-04
              nan            105.0              nan      1.30000E-03      2.00000E-04
              nan            109.0              nan      1.40000E-03      3.00000E-04
              nan            111.0              nan      2.00000E-03      3.00000E-04
              nan            112.0              nan      2.40000E-03      4.00000E-04
              nan            115.0              nan      2.30000E-03      4.00000E-04
              nan            121.0              nan      1.40000E-03      3.00000E-04
              nan            127.0              nan      1.80000E-03      3.00000E-04
              nan            129.0              nan      4.70000E-03      7.00000E-04
