# entry-subent-pointer  : C2522--02-3-0 
# EXFOR reaction        : ['90-TH-230', ['A,F'], 'MASS,PRE,AKE,LF+HF'] 
# incident energy       : 2.57e+01 MeV 
# target                : Th-230 
# product               : 118.526 <= mass <= 155.337 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : H.C.Britt 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,PR,133,B603,1964) 
# year                  : 1964 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C25/C2522.x4 
# nds                   : https://nds.iaea.org/EXFOR/C2522
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.57000E+01      2.00000E-01      1.64392E+08              NAN
      2.57000E+01      2.00000E-01      1.64734E+08              NAN
      2.57000E+01      2.00000E-01      1.66193E+08              NAN
      2.57000E+01      2.00000E-01      1.68839E+08              NAN
      2.57000E+01      2.00000E-01      1.71554E+08              NAN
      2.57000E+01      2.00000E-01      1.72665E+08              NAN
      2.57000E+01      2.00000E-01      1.73287E+08              NAN
      2.57000E+01      2.00000E-01      1.72864E+08              NAN
      2.57000E+01      2.00000E-01      1.72162E+08              NAN
      2.57000E+01      2.00000E-01      1.71181E+08              NAN
      2.57000E+01      2.00000E-01      1.69781E+08              NAN
      2.57000E+01      2.00000E-01      1.68800E+08              NAN
      2.57000E+01      2.00000E-01      1.67332E+08              NAN
      2.57000E+01      2.00000E-01      1.66071E+08              NAN
      2.57000E+01      2.00000E-01      1.64882E+08              NAN
      2.57000E+01      2.00000E-01      1.63831E+08      4.88000E+05
      2.57000E+01      2.00000E-01      1.62642E+08      6.29000E+05
      2.57000E+01      2.00000E-01      1.60825E+08      4.89000E+05
      2.57000E+01      2.00000E-01      1.60612E+08      6.27000E+05
      2.57000E+01      2.00000E-01      1.58167E+08      5.58000E+05
