# entry-subent-pointer  : 22975-026-0 
# EXFOR reaction        : ['41-NB-93', ['N,X'], '0-NN-1,EM,DE'] 
# incident energy       : 9.09e+00 MeV 
# target                : Nb-93 
# product               : Nn-1 
# level energy          : 1.62e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : D.Schmidt 
# institute             : (2GERPTB): Physikal. Techn. Bundesanst., Braunschweig 
# reference             : (R,PTB-N-56,2007) 
# year                  : 2007 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/229/22975.x4 
# nds                   : https://nds.iaea.org/EXFOR/22975
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.62500E+00      0.00000E+00      4.31550E-07      1.70462E-08
      1.87500E+00      0.00000E+00      4.02700E-07      1.33696E-08
      2.12500E+00      0.00000E+00      3.82990E-07      1.12982E-08
      2.37500E+00      0.00000E+00      3.29490E-07      1.01483E-08
      2.62500E+00      0.00000E+00      3.01110E-07      5.87165E-09
      2.87500E+00      0.00000E+00      2.44660E-07      4.79534E-09
      3.12500E+00      0.00000E+00      2.09680E-07      4.21457E-09
      3.37500E+00      0.00000E+00      1.60850E-07      3.76389E-09
      3.62500E+00      0.00000E+00      1.27170E-07      3.54804E-09
      3.87500E+00      0.00000E+00      1.09720E-07      3.26966E-09
      4.25000E+00      0.00000E+00      7.65960E-08      1.99916E-09
      4.75000E+00      0.00000E+00      6.11050E-08      1.72316E-09
      5.25000E+00      0.00000E+00      4.48120E-08      1.71630E-09
      5.75000E+00      0.00000E+00      4.81520E-08      1.70458E-09
      6.25000E+00      0.00000E+00      4.58520E-08      1.61858E-09
      6.75000E+00      0.00000E+00      3.90710E-08      1.26590E-09
