# entry-subent-pointer  : 22724-020-0 
# EXFOR reaction        : ['8-O-16', ['N,X'], '2-HE-4,,DE'] 
# incident energy       : 4.90e+01 MeV 
# target                : O-16 
# product               : He-4 
# level energy          : 1.35e+01 MeV 
# MF-MT number          : 5 - residual 
# first author          : S.Benck 
# institute             : (2BLGLVN): Catholic University of Louvain, Louvain-la-Neuve 
# reference             : (J,AND,72,1,1999) 
# year                  : 1999 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/227/22724.x4 
# nds                   : https://nds.iaea.org/EXFOR/22724
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.35000E+01      0.00000E+00      3.53000E-09      2.40000E-09
      1.65000E+01      0.00000E+00      2.06000E-09      1.22000E-09
      1.95000E+01      0.00000E+00      1.33000E-09      7.40000E-10
      2.25000E+01      0.00000E+00      1.34000E-09      6.40000E-10
      2.55000E+01      0.00000E+00      7.50000E-10      4.10000E-10
      2.85000E+01      0.00000E+00      5.00000E-10      2.60000E-10
      3.15000E+01      0.00000E+00      4.00000E-10      2.20000E-10
      3.45000E+01      0.00000E+00      2.60000E-10      1.50000E-10
      3.75000E+01      0.00000E+00      1.30000E-10      6.00000E-11
      4.05000E+01      0.00000E+00      1.00000E-10      6.00000E-11
      4.35000E+01      0.00000E+00      7.00000E-11      4.00000E-11
      4.65000E+01      0.00000E+00      3.00000E-11      2.00000E-11
