# entry-subent-pointer  : 20037-002-0 
# EXFOR reaction        : ['92-U-236', ['N,F'], ',PR,NU'] 
# incident energy       : 7.7000e-01 MeV - 6.7000e+00 MeV 
# target                : U-236 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : H.Conde 
# institute             : (2SWDFOA): Research Institute for National Defence, Stockholm 
# reference             : (J,JNE,25,331,1971) 
# year                  : 1971 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/200/20037.x4 
# nds                   : https://nds.iaea.org/EXFOR/20037
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      7.70000E-01      0.00000E+00      2.45000E+00      6.00000E-02
      8.20000E-01      0.00000E+00      2.40000E+00      5.00000E-02
      8.80000E-01      0.00000E+00      2.44000E+00      5.00000E-02
      9.80000E-01      0.00000E+00      2.47000E+00      5.00000E-02
      1.08000E+00      0.00000E+00      2.43000E+00      5.00000E-02
      1.29000E+00      0.00000E+00      2.50000E+00      4.00000E-02
      1.50000E+00      0.00000E+00      2.56000E+00      4.00000E-02
      1.69000E+00      0.00000E+00      2.52000E+00      5.00000E-02
      1.90000E+00      0.00000E+00      2.55000E+00      4.00000E-02
      2.21000E+00      0.00000E+00      2.55000E+00      4.00000E-02
      2.29000E+00      0.00000E+00      2.69000E+00      5.00000E-02
      2.51000E+00      0.00000E+00      2.59000E+00      4.00000E-02
      2.59000E+00      0.00000E+00      2.67000E+00      5.00000E-02
      2.79000E+00      0.00000E+00      2.67000E+00      5.00000E-02
      2.99000E+00      0.00000E+00      2.72000E+00      5.00000E-02
      3.29000E+00      0.00000E+00      2.78000E+00      5.00000E-02
      3.79000E+00      0.00000E+00      2.81000E+00      5.00000E-02
      4.17000E+00      0.00000E+00      2.85000E+00      4.00000E-02
      5.50000E+00      0.00000E+00      2.96000E+00      6.00000E-02
      6.20000E+00      0.00000E+00      3.12000E+00      4.00000E-02
      6.70000E+00      0.00000E+00      3.26000E+00      5.00000E-02
