# entry-subent-pointer  : 30397--03-0-0 
# EXFOR reaction        : ['80-HG-0', ['N,X'], '0-NN-1,EM,DE'] 
# incident energy       : 1.46e+01 MeV 
# target                : Hg-0 
# product               : Nn-1 
# level energy          : 2.00e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : D.Hermsdorf 
# institute             : (2GERDRE): Technische Universitaet Dresden, Dresden and Pirna 
# reference             : (W,HERMSDORF,198211) 
# year                  : 1982 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/303/30397.x4 
# nds                   : https://nds.iaea.org/EXFOR/30397
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      2.00000E+00      0.00000E+00      6.59400E-07      6.59000E-08
      2.25000E+00      0.00000E+00      6.06200E-07      6.06000E-08
      2.50000E+00      0.00000E+00      5.19200E-07      5.19000E-08
      2.75000E+00      0.00000E+00      4.31600E-07      4.32000E-08
      3.00000E+00      0.00000E+00      3.55600E-07      3.56000E-08
      3.25000E+00      0.00000E+00      2.97800E-07      2.98000E-08
      3.50000E+00      0.00000E+00      2.46200E-07      2.46000E-08
      3.75000E+00      0.00000E+00      2.07900E-07      2.08000E-08
      4.00000E+00      0.00000E+00      1.73200E-07      1.73000E-08
      4.25000E+00      0.00000E+00      1.53500E-07      1.54000E-08
      4.50000E+00      0.00000E+00      1.30400E-07      1.30000E-08
      4.75000E+00      0.00000E+00      1.12800E-07      1.13000E-08
      5.00000E+00      0.00000E+00      1.01300E-07      1.01000E-08
      5.25000E+00      0.00000E+00      9.05000E-08      9.10000E-09
      5.50000E+00      0.00000E+00      8.09000E-08      8.10000E-09
      5.75000E+00      0.00000E+00      7.68000E-08      7.70000E-09
      6.00000E+00      0.00000E+00      7.26000E-08      7.30000E-09
      6.25000E+00      0.00000E+00      7.06000E-08      7.10000E-09
      6.50000E+00      0.00000E+00      6.64000E-08      6.60000E-09
      6.75000E+00      0.00000E+00      6.37000E-08      6.40000E-09
      7.00000E+00      0.00000E+00      6.28000E-08      6.30000E-09
      7.25000E+00      0.00000E+00      6.22000E-08      6.20000E-09
      7.50000E+00      0.00000E+00      6.28000E-08      6.30000E-09
      7.75000E+00      0.00000E+00      6.48000E-08      6.50000E-09
      8.00000E+00      0.00000E+00      6.74000E-08      6.70000E-09
      8.25000E+00      0.00000E+00      6.87000E-08      6.90000E-09
      8.50000E+00      0.00000E+00      6.96000E-08      7.00000E-09
      8.75000E+00      0.00000E+00      7.06000E-08      7.10000E-09
      9.00000E+00      0.00000E+00      6.97000E-08      7.00000E-09
      9.25000E+00      0.00000E+00      7.07000E-08      7.10000E-09
      9.50000E+00      0.00000E+00      6.96000E-08      7.00000E-09
      9.75000E+00      0.00000E+00      6.67000E-08      6.70000E-09
      1.00000E+01      0.00000E+00      6.45000E-08      6.50000E-09
      1.02500E+01      0.00000E+00      6.14000E-08      6.10000E-09
      1.05000E+01      0.00000E+00      5.50000E-08      5.50000E-09
      1.07500E+01      0.00000E+00      5.73000E-08      5.70000E-09
      1.10000E+01      0.00000E+00      5.50000E-08      5.50000E-09
      1.12500E+01      0.00000E+00      5.19000E-08      5.20000E-09
      1.15000E+01      0.00000E+00      5.02000E-08      5.00000E-09
      1.17500E+01      0.00000E+00      4.79000E-08      4.80000E-09
      1.20000E+01      0.00000E+00      4.58000E-08      4.60000E-09
      1.22500E+01      0.00000E+00      4.64000E-08      4.60000E-09
      1.25000E+01      0.00000E+00      4.60000E-08      4.60000E-09
      1.27500E+01      0.00000E+00      4.57000E-08      4.60000E-09
      1.30000E+01      0.00000E+00      4.37000E-08      4.40000E-09
      1.32500E+01      0.00000E+00      4.43000E-08      4.40000E-09
      1.35000E+01      0.00000E+00      4.26000E-08      4.30000E-09
