# entry-subent-pointer  : M0243-003-0 
# EXFOR reaction        : ['90-TH-232', ['G,F'], ',PR,NU,,BRS'] 
# incident energy       : 5.3400e+00 MeV - 7.4450e+00 MeV 
# target                : Th-232 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : D.J.S.Findlay 
# institute             : (2UK HAR): Atomic Energy Research Establishment (AERE), Harwell 
# reference             : (J,NP/A,458,217,1986) 
# year                  : 1986 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/M02/M0243.x4 
# nds                   : https://nds.iaea.org/EXFOR/M0243
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      5.34000E+00      0.00000E+00      2.38700E+00      0.00000E+00
      5.38600E+00      0.00000E+00      2.18500E+00      0.00000E+00
      5.44000E+00      0.00000E+00      2.14200E+00      0.00000E+00
      5.48700E+00      0.00000E+00      2.12200E+00      0.00000E+00
      5.54100E+00      0.00000E+00      2.05100E+00      0.00000E+00
      5.59500E+00      0.00000E+00      2.06300E+00      0.00000E+00
      5.64500E+00      0.00000E+00      2.09800E+00      0.00000E+00
      5.69200E+00      0.00000E+00      2.28000E+00      0.00000E+00
      5.74900E+00      0.00000E+00      2.46200E+00      0.00000E+00
      5.79200E+00      0.00000E+00      2.26800E+00      0.00000E+00
      5.84600E+00      0.00000E+00      2.19300E+00      0.00000E+00
      5.89600E+00      0.00000E+00      2.16900E+00      0.00000E+00
      5.95000E+00      0.00000E+00      2.17300E+00      0.00000E+00
      5.99700E+00      0.00000E+00      2.21700E+00      0.00000E+00
      6.04300E+00      0.00000E+00      2.27600E+00      0.00000E+00
      6.10500E+00      0.00000E+00      2.29600E+00      0.00000E+00
      6.15100E+00      0.00000E+00      2.26400E+00      0.00000E+00
      6.20500E+00      0.00000E+00      2.22500E+00      0.00000E+00
      6.25200E+00      0.00000E+00      2.23600E+00      0.00000E+00
      6.30600E+00      0.00000E+00      2.19300E+00      0.00000E+00
      6.35200E+00      0.00000E+00      2.11000E+00      0.00000E+00
      6.40600E+00      0.00000E+00      2.20500E+00      0.00000E+00
      6.51800E+00      0.00000E+00      2.15400E+00      0.00000E+00
      6.63800E+00      0.00000E+00      2.12600E+00      0.00000E+00
      6.73800E+00      0.00000E+00      2.11400E+00      0.00000E+00
      6.83900E+00      0.00000E+00      2.07500E+00      0.00000E+00
      6.93500E+00      0.00000E+00      1.92000E+00      0.00000E+00
      7.04000E+00      0.00000E+00      2.01100E+00      0.00000E+00
      7.14400E+00      0.00000E+00      2.02300E+00      0.00000E+00
      7.24500E+00      0.00000E+00      2.12200E+00      0.00000E+00
      7.34500E+00      0.00000E+00      2.32700E+00      0.00000E+00
      7.44500E+00      0.00000E+00      1.34000E+00      0.00000E+00
