# entry-subent-pointer  : 12807--00-3-0 
# EXFOR reaction        : ['90-TH-229', ['N,F'], 'MASS,CHN,FY,,SPA'] 
# incident energy       : 2.53e-08 MeV 
# target                : Th-229 
# product               : 84.0 <= mass <= 149.0 
# level energy          : - 
# MF-MT number          : 8 - 459 
# first author          : J.K.Dickens 
# institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
# reference             : (J,PR/C,27,253,8301) 
# year                  : 1983 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/128/12807.x4 
# nds                   : https://nds.iaea.org/EXFOR/12807
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             84.0              nan      9.72000E-02      5.60000E-03
              nan             85.0              nan      9.20000E-02      6.70000E-03
              nan             86.0              nan      7.42000E-02      7.40000E-03
              nan             87.0              nan      6.64000E-02      2.70000E-03
              nan             88.0              nan      7.69000E-02      4.70000E-03
              nan             89.0              nan      9.40000E-02      7.20000E-03
              nan             90.0              nan      8.90000E-02      1.41000E-02
              nan             91.0              nan      6.35000E-02      1.90000E-03
              nan             92.0              nan      6.08000E-02      4.70000E-03
              nan             93.0              nan      5.02000E-02      3.20000E-03
              nan             94.0              nan      3.91000E-02      3.90000E-03
              nan             95.0              nan      2.70000E-02      7.00000E-04
              nan             97.0              nan      7.14000E-03      1.50000E-04
              nan            131.0              nan      6.09000E-03      1.40000E-04
              nan            132.0              nan      1.25000E-02      3.00000E-04
              nan            133.0              nan      3.08000E-02      6.00000E-04
              nan            134.0              nan      6.02000E-02      1.90000E-03
              nan            135.0              nan      5.98000E-02      1.50000E-03
              nan            138.0              nan      8.58000E-02      7.70000E-03
              nan            139.0              nan      8.38000E-02      3.50000E-03
              nan            140.0              nan      8.05000E-02      2.00000E-03
              nan            141.0              nan      7.37000E-02      2.50000E-03
              nan            142.0              nan      7.58000E-02      5.80000E-03
              nan            143.0              nan      8.36000E-02      3.20000E-03
              nan            145.0              nan      5.40000E-02      7.90000E-03
              nan            146.0              nan      3.90000E-02      2.60000E-03
              nan            147.0              nan      1.95000E-02      1.30000E-03
              nan            149.0              nan      6.10000E-03      7.00000E-04
