# entry-subent-pointer  : 40173-012-0 
# EXFOR reaction        : ['90-TH-232', ['N,F'], 'MASS,,AKE,FF'] 
# incident energy       : 3.00e+00 MeV 
# target                : Th-232 
# product               : 74.0 <= mass <= 115.0 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : A.I.Sergachev 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,YF,7,(4),778,196804) 
# year                  : 1968 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/401/40173.x4 
# nds                   : https://nds.iaea.org/EXFOR/40173
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      3.00000E+00      0.00000E+00      1.43780E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.45180E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.46590E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.46930E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.47440E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.49240E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.50120E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.50840E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.52360E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.53580E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.54290E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.55430E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.56730E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.57810E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.58730E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.59650E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.60410E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.61590E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.62260E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.63060E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.63970E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.64930E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.65920E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.67170E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.68240E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.69030E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.70110E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.70650E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.70610E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.70290E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.69740E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.68540E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.67170E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.64030E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.63250E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.62050E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.60860E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.55480E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.52350E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.50810E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.50280E+08      0.00000E+00
      3.00000E+00      0.00000E+00      1.50390E+08      0.00000E+00
