# entry-subent-pointer  : 14195-006-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], '0-G-0,PR/PAR,KE'] 
# incident energy       : 2.53e-08 MeV 
# target                : Pu-239 
# product               : G-0 
# level energy          : 2.20e-01 MeV 
# MF-MT number          : ? - Miscellaneous 
# first author          : V.V.Verbinski 
# institute             : (1USAIRT): Intelcom Radiation Technology, San Diego, CA 
# reference             : (J,PR/C,7,1173,1973) 
# year                  : 1973 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/141/14195.x4 
# nds                   : https://nds.iaea.org/EXFOR/14195
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.53000E-08      0.00000E+00      2.75000E+05      7.00000E+03
      2.53000E-08      0.00000E+00      5.96000E+05      1.50000E+04
      2.53000E-08      0.00000E+00      7.37000E+05      1.90000E+04
      2.53000E-08      0.00000E+00      9.39000E+05      2.30000E+04
      2.53000E-08      0.00000E+00      1.24100E+06      3.10000E+04
      2.53000E-08      0.00000E+00      7.87000E+05      2.00000E+04
      2.53000E-08      0.00000E+00      6.06000E+05      1.50000E+04
      2.53000E-08      0.00000E+00      4.82000E+05      1.40000E+04
      2.53000E-08      0.00000E+00      5.97000E+05      1.70000E+04
      2.53000E-08      0.00000E+00      3.18000E+05      1.90000E+04
      2.53000E-08      0.00000E+00      1.45000E+05      1.80000E+04
      2.53000E-08      0.00000E+00      6.70000E+04      1.20000E+04
      2.53000E-08      0.00000E+00      1.90000E+04      1.20000E+04
