# entry-subent-pointer  : 13740--00-6-0 
# EXFOR reaction        : ['14-SI-0', ['N,X'], '1-H-2,,DE'] 
# incident energy       : 9.00e+00 MeV 
# target                : Si-0 
# product               : H-2 
# level energy          : 5.50e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : F.B.Bateman 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,PR/C,60,064609,1999) 
# year                  : 1999 
# facility              : (MESON): Meson facility 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/137/13740.x4 
# nds                   : https://nds.iaea.org/EXFOR/13740
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      5.50000E+00      0.00000E+00      1.47000E-11              NAN
      6.50000E+00      0.00000E+00      2.32000E-11              NAN
      7.50000E+00      0.00000E+00      9.00000E-12              NAN
      8.50000E+00      0.00000E+00      1.20000E-12              NAN
      9.50000E+00      0.00000E+00      9.00000E-13              NAN
      1.05000E+01      0.00000E+00      4.00000E-13              NAN
      1.15000E+01      0.00000E+00      1.30000E-12              NAN
      1.35000E+01      0.00000E+00      1.40000E-12              NAN
      1.45000E+01      0.00000E+00      1.40000E-12              NAN
      1.55000E+01      0.00000E+00      9.00000E-12              NAN
      1.65000E+01      0.00000E+00      1.50000E-12              NAN
      1.75000E+01      0.00000E+00      2.50000E-12              NAN
      1.95000E+01      0.00000E+00      1.30000E-12              NAN
      2.05000E+01      0.00000E+00      1.70000E-12              NAN
      2.15000E+01      0.00000E+00      7.00000E-13              NAN
      2.25000E+01      0.00000E+00      1.00000E-13              NAN
      2.55000E+01      0.00000E+00      8.00000E-13              NAN
      2.65000E+01      0.00000E+00      7.00000E-13              NAN
      2.95000E+01      0.00000E+00      1.40000E-12              NAN
      3.05000E+01      0.00000E+00      2.80000E-12              NAN
      3.15000E+01      0.00000E+00      7.00000E-13              NAN
      3.95000E+01      0.00000E+00      3.00000E-13              NAN
      4.05000E+01      0.00000E+00      1.40000E-12              NAN
      4.15000E+01      0.00000E+00      1.30000E-12              NAN
      4.55000E+01      0.00000E+00      3.00000E-13              NAN
      4.65000E+01      0.00000E+00      2.40000E-12              NAN
