# entry-subent-pointer  : 22831-033-0 
# EXFOR reaction        : ['82-PB-208', ['N,X'], '1-H-2,,DE'] 
# incident energy       : 9.60e+01 MeV 
# target                : Pb-208 
# product               : H-2 
# level energy          : 1.01e+01 MeV 
# MF-MT number          : 5 - residual 
# first author          : V.Blideanu 
# institute             : (2SWDUPP): University of Uppsala 
# reference             : (J,PR/C,70,(1),014607,2004) 
# year                  : 2004 
# facility              : (SYNCY): Synchro cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/228/22831.x4 
# nds                   : https://nds.iaea.org/EXFOR/22831
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.01070E+01      5.00310E-02      1.50890E-09      0.00000E+00
      1.37760E+01      5.00310E-02      2.76290E-09      0.00000E+00
      1.79710E+01      5.00310E-02      3.08990E-09      0.00000E+00
      2.21550E+01      5.00310E-02      3.06250E-09      0.00000E+00
      2.60560E+01      5.00310E-02      2.91700E-09      0.00000E+00
      3.02370E+01      5.00310E-02      2.78050E-09      0.00000E+00
      3.38550E+01      5.00310E-02      2.53500E-09      0.00000E+00
      3.80360E+01      5.00310E-02      2.38950E-09      0.00000E+00
      4.19350E+01      5.00310E-02      2.18030E-09      0.00000E+00
      4.58320E+01      5.00310E-02      1.92570E-09      0.00000E+00
      4.97280E+01      5.00310E-02      1.62570E-09      0.00000E+00
      5.36250E+01      5.00310E-02      1.37110E-09      0.00000E+00
      5.78040E+01      5.00310E-02      1.17100E-09      0.00000E+00
      6.17050E+01      5.00310E-02      1.03450E-09      0.00000E+00
      6.58850E+01      5.00310E-02      8.88950E-10      0.00000E+00
      6.97860E+01      5.00310E-02      7.43410E-10      0.00000E+00
      7.39690E+01      5.00310E-02      6.79650E-10      0.00000E+00
      7.81500E+01      5.00310E-02      5.61350E-10      0.00000E+00
      8.20520E+01      5.00310E-02      4.33980E-10      0.00000E+00
      8.59550E+01      5.00310E-02      3.61140E-10      0.00000E+00
      8.98590E+01      5.00310E-02      2.88300E-10      0.00000E+00
      9.40380E+01      5.00310E-02      1.24570E-10      0.00000E+00
