# entry-subent-pointer  : 40130-004-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',,NU'] 
# incident energy       : 8.00e-02 MeV - 1.61e+00 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 452 
# first author          : N.P.Kolosov 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,SJA,32,92,1972) 
# year                  : 1972 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/401/40130.x4 
# nds                   : https://nds.iaea.org/EXFOR/40130
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      8.00000E-02      0.00000E+00      2.88300E+00      0.00000E+00
      1.60000E-01      0.00000E+00      2.88500E+00      0.00000E+00
      2.80000E-01      0.00000E+00      2.90200E+00      0.00000E+00
      4.00000E-01      0.00000E+00      2.92200E+00      0.00000E+00
      5.00000E-01      0.00000E+00      2.93800E+00      0.00000E+00
      6.00000E-01      0.00000E+00      2.94600E+00      0.00000E+00
      7.20000E-01      0.00000E+00      2.97500E+00      0.00000E+00
      8.20000E-01      0.00000E+00      2.99000E+00      0.00000E+00
      9.10000E-01      0.00000E+00      2.99800E+00      0.00000E+00
      1.01000E+00      0.00000E+00      3.01800E+00      0.00000E+00
      1.11000E+00      0.00000E+00      3.02200E+00      0.00000E+00
      1.21000E+00      0.00000E+00      3.05400E+00      0.00000E+00
      1.31000E+00      0.00000E+00      3.07400E+00      0.00000E+00
      1.41000E+00      0.00000E+00      3.07700E+00      0.00000E+00
      1.51000E+00      0.00000E+00      3.08800E+00      0.00000E+00
      1.61000E+00      0.00000E+00      3.09800E+00      0.00000E+00
