# entry-subent-pointer  : C2522-022-0 
# EXFOR reaction        : ['92-U-233', ['A,F'], 'MASS,PRE,AKE,LF+HF'] 
# incident energy       : 2.95e+01 MeV 
# target                : U-233 
# product               : 119.862 <= mass <= 157.431 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : H.C.Britt 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,PR,133,B603,1964) 
# year                  : 1964 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C25/C2522.x4 
# nds                   : https://nds.iaea.org/EXFOR/C2522
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.95000E+01      2.00000E-01      1.71787E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.72466E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.74095E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.75452E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.76470E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.77421E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.77081E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.76606E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.75792E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.74638E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.73823E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.72262E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.71584E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.70294E+08      0.00000E+00
      2.95000E+01      2.00000E-01      1.70090E+08      4.07000E+05
      2.95000E+01      2.00000E-01      1.68665E+08      4.75000E+05
      2.95000E+01      2.00000E-01      1.67511E+08      5.43000E+05
      2.95000E+01      2.00000E-01      1.66561E+08      6.11000E+05
      2.95000E+01      2.00000E-01      1.65000E+08      6.79000E+05
      2.95000E+01      2.00000E-01      1.65000E+08      7.47000E+05
