# entry-subent-pointer  : C2522--02-1-0 
# EXFOR reaction        : ['92-U-233', ['A,F'], 'MASS,PRE,AKE,LF+HF'] 
# incident energy       : 2.57e+01 MeV 
# target                : U-233 
# product               : 119.907 <= mass <= 157.123 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : H.C.Britt 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,PR,133,B603,1964) 
# year                  : 1964 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C25/C2522.x4 
# nds                   : https://nds.iaea.org/EXFOR/C2522
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.57000E+01      2.00000E-01      1.71963E+08              NAN
      2.57000E+01      2.00000E-01      1.72780E+08              NAN
      2.57000E+01      2.00000E-01      1.74678E+08              NAN
      2.57000E+01      2.00000E-01      1.76508E+08              NAN
      2.57000E+01      2.00000E-01      1.77864E+08              NAN
      2.57000E+01      2.00000E-01      1.78748E+08              NAN
      2.57000E+01      2.00000E-01      1.78281E+08              NAN
      2.57000E+01      2.00000E-01      1.77610E+08              NAN
      2.57000E+01      2.00000E-01      1.76534E+08              NAN
      2.57000E+01      2.00000E-01      1.75389E+08              NAN
      2.57000E+01      2.00000E-01      1.73636E+08              NAN
      2.57000E+01      2.00000E-01      1.72965E+08              NAN
      2.57000E+01      2.00000E-01      1.72023E+08              NAN
      2.57000E+01      2.00000E-01      1.71081E+08              NAN
      2.57000E+01      2.00000E-01      1.69868E+08      3.37000E+05
      2.57000E+01      2.00000E-01      1.69330E+08      5.40000E+05
      2.57000E+01      2.00000E-01      1.67780E+08      5.40000E+05
      2.57000E+01      2.00000E-01      1.66838E+08      5.41000E+05
      2.57000E+01      2.00000E-01      1.65692E+08      5.41000E+05
      2.57000E+01      2.00000E-01      1.65560E+08      8.11000E+05
