# entry-subent-pointer  : O0536-005-0 
# EXFOR reaction        : ['46-PD-105', ['P,X'], '0-NN-1,,DE'] 
# incident energy       : 2.50e+01 MeV 
# target                : Pd-105 
# product               : Nn-1 
# level energy          : 6.37e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : S.M.Grimes 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (J,PR/C,13,2224,1976) 
# year                  : 1976 
# facility              : (CYGFF): Cyclograaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O05/O0536.x4 
# nds                   : https://nds.iaea.org/EXFOR/O0536
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      6.37000E+00      5.00000E-02      5.51000E-08      8.81600E-10
      7.38000E+00      5.00000E-02      3.37000E-08      5.39200E-10
      8.31000E+00      5.00000E-02      2.17000E-08      3.47200E-10
      9.44000E+00      5.00000E-02      1.60000E-08      2.56000E-10
      1.03700E+01      5.00000E-02      1.24000E-08      1.98400E-10
      1.13700E+01      5.00000E-02      1.57000E-08      2.51200E-10
      1.23900E+01      5.00000E-02      7.72000E-09      1.23520E-10
      1.33500E+01      5.00000E-02      6.44000E-09      1.03040E-10
      1.44000E+01      5.00000E-02      5.57000E-09      8.91200E-11
      1.54500E+01      5.00000E-02      4.32000E-09      6.91200E-11
      1.63700E+01      5.00000E-02      3.29000E-09      5.26400E-11
      1.75400E+01      5.00000E-02      2.37000E-09      3.79200E-11
      1.84400E+01      5.00000E-02      1.35000E-09      2.16000E-11
      1.95000E+01      5.00000E-02      4.34000E-10      6.94400E-12
      2.03200E+01      5.00000E-02      1.91000E-10      3.05600E-12
