# entry-subent-pointer  : D0582--00-5-0 
# EXFOR reaction        : ['93-NP-237', ['P,F'], 'MASS,PRE,FY,,FCT'] 
# incident energy       : 5.00e+01 MeV 
# target                : Np-237 
# product               : 73.0 <= mass <= 161.0 
# level energy          : - 
# MF-MT number          : 8 - 460 
# first author          : O.I.Batenkov 
# institute             : (4RUSRI): Khlopin Radievij Institute , St.Petersburg 
# reference             : ((C,2004SANTA,1,625,2004)=(S,AIP-769,625,2005)) 
# year                  : 2005 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/D05/D0582.x4 
# nds                   : https://nds.iaea.org/EXFOR/D0582
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             73.0              nan      1.29000E-03      2.36000E-04
              nan             75.0              nan      2.93000E-03      3.56000E-04
              nan             77.0              nan      4.31000E-03      4.31000E-04
              nan             79.0              nan      8.20000E-03      5.95000E-04
              nan             81.0              nan      1.14700E-02      7.04000E-04
              nan             83.0              nan      1.68200E-02      8.52000E-04
              nan             85.0              nan      2.49300E-02      1.04000E-03
              nan             87.0              nan      3.33900E-02      1.20000E-03
              nan             89.0              nan      3.71800E-02      1.27000E-03
              nan             91.0              nan      4.59800E-02      1.41000E-03
              nan             93.0              nan      5.04700E-02      1.48000E-03
              nan             95.0              nan      4.97800E-02      1.47000E-03
              nan             97.0              nan      5.72000E-02      1.57000E-03
              nan             99.0              nan      5.93500E-02      1.60000E-03
              nan            101.0              nan      5.89200E-02      1.59000E-03
              nan            103.0              nan      6.25500E-02      1.64000E-03
              nan            105.0              nan      6.58300E-02      1.69000E-03
              nan            107.0              nan      6.63000E-02      1.69000E-03
              nan            109.0              nan      6.53100E-02      1.68000E-03
              nan            111.0              nan      7.12600E-02      1.75000E-03
              nan            113.0              nan      6.70300E-02      1.70000E-03
              nan            115.0              nan      6.93600E-02      1.73000E-03
              nan            117.0              nan      6.83300E-02      1.72000E-03
              nan            119.0              nan      6.89700E-02      1.78000E-03
              nan            121.0              nan      6.93600E-02      1.74000E-03
              nan            123.0              nan      6.70400E-02      1.68000E-03
              nan            125.0              nan      7.12600E-02      1.68000E-03
              nan            127.0              nan      6.53000E-02      1.68000E-03
              nan            129.0              nan      6.63000E-02      1.68000E-03
              nan            131.0              nan      6.58400E-02      1.68000E-03
              nan            133.0              nan      6.25500E-02      1.62000E-03
              nan            135.0              nan      5.89200E-02      1.62000E-03
              nan            137.0              nan      5.93500E-02      1.62000E-03
              nan            139.0              nan      5.72000E-02      1.56000E-03
              nan            141.0              nan      4.97800E-02      1.44000E-03
              nan            143.0              nan      5.04700E-02      1.44000E-03
              nan            145.0              nan      4.59800E-02      1.38000E-03
              nan            147.0              nan      3.71800E-02      1.26000E-03
              nan            149.0              nan      3.33900E-02      1.20000E-03
              nan            151.0              nan      2.49300E-02      1.04000E-03
              nan            153.0              nan      1.68200E-02      8.51000E-04
              nan            155.0              nan      1.14700E-02      7.01000E-04
              nan            157.0              nan      8.20000E-03      5.93000E-04
              nan            159.0              nan      4.31000E-03      4.31000E-04
              nan            161.0              nan      2.93000E-03      3.55000E-04
