# entry-subent-pointer  : 41495-002-0 
# EXFOR reaction        : ['92-U-233', ['N,F'], ',DL,NU'] 
# incident energy       : 3.40e-01 MeV - 4.90e+00 MeV 
# target                : U-233 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 455 
# first author          : V.M.Piksaikin 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,PTE,,(6),29,2006) 
# year                  : 2006 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/414/41495.x4 
# nds                   : https://nds.iaea.org/EXFOR/41495
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      3.40000E-01      7.00000E-02      7.46000E-03      3.70000E-04
      5.90000E-01      8.00000E-02      7.48000E-03      3.70000E-04
      8.10000E-01      9.00000E-02      7.46000E-03      3.50000E-04
      1.01000E+00      1.00000E-01      7.44000E-03      3.70000E-04
      3.23000E+00      1.50000E-01      7.94000E-03      3.90000E-04
      3.75000E+00      1.40000E-01      8.04000E-03      4.00000E-04
      4.20000E+00      1.70000E-01      7.60000E-03      3.80000E-04
      4.72000E+00      2.10000E-01      6.90000E-03      3.00000E-04
      4.90000E+00      2.10000E-01      6.68000E-03      3.30000E-04
