# entry-subent-pointer  : 41751--00-3-0 
# EXFOR reaction        : ['100-FM-246', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : Fm-246 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : A.V.Isaev 
# institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
# reference             : (J,EPJ/A,58,108,2022) 
# year                  : 2022 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/417/41751.x4 
# nds                   : https://nds.iaea.org/EXFOR/41751
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      0.00000E+00      2.10000E-02
      0.00000E+00      0.00000E+00      7.00000E-02      2.80000E-02
      0.00000E+00      0.00000E+00      1.84000E-01      3.30000E-02
      0.00000E+00      0.00000E+00      2.20000E-01      3.20000E-02
      0.00000E+00      0.00000E+00      1.92000E-01      3.10000E-02
      0.00000E+00      0.00000E+00      1.54000E-01      3.00000E-02
      0.00000E+00      0.00000E+00      1.13000E-01      2.70000E-02
      0.00000E+00      0.00000E+00      6.10000E-02      2.70000E-02
      0.00000E+00      0.00000E+00      6.00000E-03      1.80000E-02
      0.00000E+00      0.00000E+00      0.00000E+00      1.60000E-02
