# entry-subent-pointer  : 14051-002-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], ',PR,NU'] 
# incident energy       : 8.9000e-02 MeV - 2.3300e+01 MeV 
# target                : U-235 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : R.E.Howe 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (S,BNL-NCS-21501,66,1976) 
# year                  : 1976 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/140/14051.x4 
# nds                   : https://nds.iaea.org/EXFOR/14051
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      8.90000E-02      0.00000E+00      2.39000E+00      4.33000E-02
      1.34000E-01      0.00000E+00      2.52000E+00      2.48000E-02
      3.21000E-01      0.00000E+00      2.41000E+00      3.10000E-02
      5.51000E-01      0.00000E+00      2.46000E+00      3.40000E-02
      6.98000E-01      0.00000E+00      2.42000E+00      3.72000E-02
      8.58000E-01      0.00000E+00      2.44000E+00      3.40000E-02
      1.03000E+00      0.00000E+00      2.46000E+00      4.03000E-02
      1.28000E+00      0.00000E+00      2.50000E+00      4.33000E-02
      1.44000E+00      0.00000E+00      2.60000E+00      4.65000E-02
      1.63000E+00      0.00000E+00      2.60000E+00      5.26000E-02
      1.81000E+00      0.00000E+00      2.68000E+00      5.57000E-02
      1.97000E+00      0.00000E+00      2.68000E+00      4.95000E-02
      2.18000E+00      0.00000E+00      2.71000E+00      5.88000E-02
      2.43000E+00      1.43000E-01      2.79000E+00      5.88000E-02
      2.68000E+00      1.61000E-01      2.85000E+00      6.50000E-02
      3.02000E+00      1.98000E-01      2.78000E+00      7.12000E-02
      3.42000E+00      2.15000E-01      2.80000E+00      5.88000E-02
      3.85000E+00      2.33000E-01      2.98000E+00      6.50000E-02
      4.42000E+00      3.23000E-01      3.19000E+00      6.50000E-02
      5.11000E+00      3.77000E-01      3.23000E+00      5.57000E-02
      5.99000E+00      5.03000E-01      3.36000E+00      5.57000E-02
      7.12000E+00      6.64000E-01      3.60000E+00      6.19000E-02
      8.59000E+00      8.98000E-01      3.96000E+00      5.88000E-02
      1.05000E+01      1.22000E+00      4.08000E+00      8.98000E-02
      1.32000E+01      1.77000E+00      4.44000E+00      1.14000E-01
      1.72000E+01      2.69000E+00      5.34000E+00      1.82000E-01
      2.33000E+01      4.31000E+00      5.65000E+00      2.57000E-01
