# entry-subent-pointer  : 30006-002-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], ',PR,NU'] 
# incident energy       : 1.1000e-01 MeV - 1.9000e+00 MeV 
# target                : U-235 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : R.L.Walsh 
# institute             : (3AULAUA): Australian Nuclear Sci.and Techn.Org., Lucas Heights,NSW 
# reference             : (J,JNE,25,321,1971) 
# year                  : 1971 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/300/30006.x4 
# nds                   : https://nds.iaea.org/EXFOR/30006
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.10000E-01      7.00000E-02      2.41700E+00      2.10000E-02
      2.20000E-01      3.30000E-02      2.44500E+00      1.50000E-02
      3.00000E-01      3.20000E-02      2.44800E+00      1.70000E-02
      3.50000E-01      3.20000E-02      2.45600E+00      1.60000E-02
      4.00000E-01      3.20000E-02      2.43900E+00      1.60000E-02
      4.25000E-01      2.50000E-02      2.45600E+00      1.10000E-02
      4.50000E-01      2.90000E-02      2.45600E+00      1.40000E-02
      4.85000E-01      2.50000E-02      2.47400E+00      1.00000E-02
      5.40000E-01      3.20000E-02      2.45600E+00      1.30000E-02
      6.00000E-01      3.20000E-02      2.47600E+00      1.40000E-02
      7.00000E-01      3.20000E-02      2.49200E+00      1.40000E-02
      1.00000E+00      3.20000E-02      2.53700E+00      1.40000E-02
      1.50000E+00      5.00000E-02      2.58900E+00      1.80000E-02
      1.90000E+00      5.00000E-02      2.62500E+00      1.60000E-02
