# entry-subent-pointer  : 40429-002-2 
# EXFOR reaction        : ['92-U-233', ['N,F'], ',PR,NU'] 
# incident energy       : 0.0000e+00 MeV - 4.8900e+00 MeV 
# target                : U-233 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.Nurpeisov 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (J,SJA,39,807,1975) 
# year                  : 1975 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/404/40429.x4 
# nds                   : https://nds.iaea.org/EXFOR/40429
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      2.48900E+00      1.30000E-02
      7.00000E-01      5.50000E-02      2.55600E+00      3.40000E-02
      9.00000E-01      5.90000E-02      2.55300E+00      2.00000E-02
      1.00000E+00      6.40000E-02      2.52000E+00      2.30000E-02
      1.20000E+00      6.00000E-02      2.60200E+00      2.10000E-02
      1.30000E+00      5.60000E-02      2.60400E+00      2.00000E-02
      1.40000E+00      6.10000E-02      2.59900E+00      2.00000E-02
      1.50000E+00      5.90000E-02      2.60000E+00      1.80000E-02
      1.60000E+00      6.00000E-02      2.63500E+00      1.70000E-02
      1.70000E+00      5.70000E-02      2.66300E+00      2.10000E-02
      1.80000E+00      6.00000E-02      2.66900E+00      2.50000E-02
      1.90000E+00      5.40000E-02      2.65800E+00      1.70000E-02
      2.00000E+00      5.30000E-02      2.69600E+00      2.40000E-02
      2.10000E+00      5.30000E-02      2.71900E+00      1.80000E-02
      2.20000E+00      5.50000E-02      2.72300E+00      2.20000E-02
      2.30000E+00      5.00000E-02      2.71700E+00      2.30000E-02
      2.40000E+00      5.10000E-02      2.75700E+00      2.20000E-02
      2.50000E+00      4.80000E-02      2.76500E+00      1.70000E-02
      2.60000E+00      4.60000E-02      2.76000E+00      2.20000E-02
      2.70000E+00      4.70000E-02      2.73600E+00      1.90000E-02
      2.90000E+00      5.90000E-02      2.77300E+00      2.60000E-02
      3.10000E+00      5.70000E-02      2.86800E+00      2.50000E-02
      3.30000E+00      5.50000E-02      2.89500E+00      2.00000E-02
      3.78000E+00      2.50000E-01      2.98900E+00      3.30000E-02
      4.17000E+00      2.00000E-01      3.05400E+00      4.30000E-02
      4.61000E+00      1.60000E-01      3.11400E+00      3.40000E-02
      4.89000E+00      1.40000E-01      3.14600E+00      3.50000E-02
