# entry-subent-pointer  : 20589--00-4-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], 'ELEM/MASS,IND,FY,,MXW'] 
# incident energy       : 2.53e-08 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 454 
# first author          : N.Imanishi 
# institute             : (2JPNKTO): Kyoto University , Kyoto 
# reference             : (J,NP/A,263,141,1976) 
# year                  : 1976 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/205/20589.x4 
# nds                   : https://nds.iaea.org/EXFOR/20589
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             51.0            128.0              0.0      6.60000E-04      4.00000E-05
             51.0            128.0              1.0      6.10000E-04      8.00000E-05
             51.0            130.0              0.0      5.80000E-03      7.00000E-04
             51.0            130.0              1.0      5.00000E-03      5.00000E-04
             51.0            131.0              nan      1.85000E-02      1.40000E-03
             51.0            132.0              0.0      1.22000E-02      2.00000E-03
             51.0            132.0              1.0      5.30000E-03      1.10000E-03
             52.0            131.0              0.0      4.30000E-03      4.00000E-04
             52.0            131.0              1.0      9.10000E-03      5.00000E-04
             52.0            133.0              0.0      1.65000E-02      1.70000E-03
             52.0            133.0              1.0      2.66000E-02      1.40000E-03
