# entry-subent-pointer  : 41714--00-4-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], 'ELEM/MASS,IND,FY,,SPA'] 
# incident energy       : 1.15e-04 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 8 - 454 
# first author          : V.Polhorsky 
# institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
# reference             : (J,YF,57,1198,1994) 
# year                  : 1994 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/417/41714.x4 
# nds                   : https://nds.iaea.org/EXFOR/41714
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
             36.0             88.0              nan      7.70000E-03      2.30000E-03
             36.0             90.0              nan      1.16000E-02      1.30000E-03
             37.0             93.0              nan      1.17000E-02      8.00000E-04
             38.0             92.0              nan      7.80000E-03      1.70000E-03
             38.0             94.0              nan      3.78000E-02      1.50000E-03
             38.0             95.0              nan      2.79000E-02      1.30000E-03
             38.0             95.0              nan      1.07000E-02      2.10000E-03
             38.0             96.0              nan      1.38000E-02      1.10000E-03
             40.0             98.0              nan      2.94000E-02      2.60000E-03
             40.0            100.0              nan      4.37000E-02      1.90000E-03
             40.0            100.0              nan      1.48000E-02      1.30000E-03
             40.0            102.0              nan      1.43000E-02      7.00000E-04
             42.0            102.0              nan      1.70000E-02      1.80000E-03
             42.0            104.0              nan      5.11000E-02      2.00000E-03
             42.0            104.0              nan      4.03000E-02      1.80000E-03
             42.0            104.0              nan      2.55000E-02      1.10000E-03
             42.0            106.0              nan      2.24000E-02      9.00000E-04
             42.0            106.0              nan      1.68000E-02      1.00000E-03
             50.0            130.0              nan      9.20000E-03      2.90000E-03
             50.0            132.0              nan      2.46000E-02      1.00000E-03
             52.0            134.0              nan      1.60000E-02      8.00000E-04
             52.0            134.0              nan      1.20000E-02      9.00000E-04
             52.0            134.0              nan      9.30000E-03      1.60000E-03
             54.0            136.0              nan      2.03000E-02      1.10000E-03
             54.0            137.0              nan      3.99000E-02      2.20000E-03
             54.0            138.0              nan      4.10000E-02      1.60000E-03
             54.0            139.0              nan      2.65000E-02      2.80000E-03
             54.0            140.0              nan      1.48000E-02      2.30000E-03
             54.0            140.0              nan      1.11000E-02      1.10000E-03
             55.0            140.0              nan      2.68000E-02      1.30000E-03
             56.0            140.0              nan      9.70000E-03      3.00000E-03
             56.0            142.0              nan      3.53000E-02      1.40000E-03
             56.0            142.0              nan      2.78000E-02      1.20000E-03
             56.0            142.0              nan      2.26000E-02      1.00000E-03
             56.0            144.0              nan      3.24000E-02      1.30000E-03
             56.0            144.0              nan      2.25000E-02      1.00000E-03
             56.0            144.0              nan      1.50000E-02      7.00000E-04
             58.0            146.0              nan      1.13000E-02      1.80000E-03
             58.0            148.0              nan      1.01000E-02      3.60000E-03
             58.0            148.0              nan      7.60000E-03      2.30000E-03
