# entry-subent-pointer  : 22856-038-0 
# EXFOR reaction        : ['92-U-0', ['N,X'], '1-H-2,,DE'] 
# incident energy       : 3.1500e+01 MeV 
# target                : U-0 
# product               : H-2 
# level energy          : 1.1000e+01 MeV 
# MF-MT number          : 5 - None 
# first author          : E.Raeymackers 
# institute             : (2BLGLVN): Catholic University of Louvain, Louvain-la-Neuve 
# reference             : (J,PR/C,68,024604,2003) 
# year                  : 2003 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/228/22856.x4 
# nds                   : https://nds.iaea.org/EXFOR/22856
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.10000E+01      0.00000E+00      9.50000E-10      4.20000E-10
      1.30000E+01      0.00000E+00      1.36000E-09      3.70000E-10
      1.50000E+01      0.00000E+00      1.35000E-09      4.10000E-10
      1.70000E+01      0.00000E+00      1.76000E-09      4.60000E-10
      1.90000E+01      0.00000E+00      1.99000E-09      5.60000E-10
      2.10000E+01      0.00000E+00      2.52000E-09      6.60000E-10
      2.30000E+01      0.00000E+00      1.91000E-09      5.10000E-10
      2.50000E+01      0.00000E+00      2.33000E-09      5.10000E-10
      2.70000E+01      0.00000E+00      2.15000E-09      5.20000E-10
      2.90000E+01      0.00000E+00      1.27000E-09      3.80000E-10
      3.10000E+01      0.00000E+00      5.00000E-10      2.40000E-10
