# entry-subent-pointer  : 41378--00-7-0 
# EXFOR reaction        : ['95-AM-243', ['N,F'], ',PR,NU'] 
# incident energy       : 7.76e-01 MeV - 1.10e+01 MeV 
# target                : Am-243 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : Yu.A.Khokhlov 
# institute             : (4RUSEPA): Experimental Physics Institute , Sarov 
# reference             : (C,94GATLIN,1,272,1994) 
# year                  : 1994 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/413/41378.x4 
# nds                   : https://nds.iaea.org/EXFOR/41378
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      7.76000E-01      0.00000E+00      3.45600E+00      5.30000E-02
      9.62000E-01      0.00000E+00      3.37200E+00      1.80000E-02
      1.15600E+00      0.00000E+00      3.39900E+00      1.60000E-02
      1.35400E+00      0.00000E+00      3.38000E+00      2.00000E-02
      1.55700E+00      0.00000E+00      3.45500E+00      2.10000E-02
      1.75900E+00      0.00000E+00      3.48800E+00      2.00000E-02
      1.96300E+00      0.00000E+00      3.49800E+00      2.50000E-02
      2.16400E+00      0.00000E+00      3.49600E+00      2.70000E-02
      2.36300E+00      0.00000E+00      3.52500E+00      2.30000E-02
      2.56600E+00      0.00000E+00      3.56500E+00      2.50000E-02
      2.76900E+00      0.00000E+00      3.62200E+00      3.10000E-02
      2.97600E+00      0.00000E+00      3.59600E+00      3.20000E-02
      3.17600E+00      0.00000E+00      3.69800E+00      3.50000E-02
      3.42200E+00      0.00000E+00      3.69200E+00      3.00000E-02
      3.68000E+00      0.00000E+00      3.70500E+00      5.20000E-02
      3.88300E+00      0.00000E+00      3.79700E+00      4.50000E-02
      4.08400E+00      0.00000E+00      3.75600E+00      5.10000E-02
      4.28900E+00      0.00000E+00      3.83500E+00      5.40000E-02
      4.49300E+00      0.00000E+00      3.93100E+00      5.90000E-02
      4.69700E+00      0.00000E+00      3.89100E+00      5.80000E-02
      4.95100E+00      0.00000E+00      3.97500E+00      5.10000E-02
      5.20800E+00      0.00000E+00      4.01000E+00      6.20000E-02
      5.41100E+00      0.00000E+00      4.05900E+00      8.50000E-02
      5.66200E+00      0.00000E+00      4.13800E+00      6.50000E-02
      5.90600E+00      0.00000E+00      4.26100E+00      1.04000E-01
      6.15500E+00      0.00000E+00      4.30300E+00      6.20000E-02
      6.46300E+00      0.00000E+00      4.29000E+00      9.00000E-02
      6.85100E+00      0.00000E+00      4.26800E+00      4.60000E-02
      7.30200E+00      0.00000E+00      4.31500E+00      4.50000E-02
      7.80900E+00      0.00000E+00      4.36100E+00      4.80000E-02
      8.37200E+00      0.00000E+00      4.72800E+00      8.60000E-02
      8.87300E+00      0.00000E+00      4.58500E+00      8.30000E-02
      9.59400E+00      0.00000E+00      4.66500E+00      9.00000E-02
      1.09850E+01      0.00000E+00      5.19500E+00      1.12000E-01
