# entry-subent-pointer  : 23121--00-2-0 
# EXFOR reaction        : ['95-AM-243', ['N,F'], ',PR,NU'] 
# incident energy       : 5.81e+00 MeV - 1.47e+01 MeV 
# target                : Am-243 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : J.Frehaut 
# institute             : (2FR BRC): CEA/DAM Ile-de-France, Bruyeres-le-Chatel, Arpajon 
# reference             : (R,CEA-N-2396,69,198410) 
# year                  : 1984 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/231/23121.x4 
# nds                   : https://nds.iaea.org/EXFOR/23121
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      5.81000E+00      2.00000E-02      4.11900E+00      4.20000E-02
      6.58000E+00      2.00000E-02      4.16300E+00      2.20000E-02
      6.90000E+00      2.00000E-02      4.26900E+00      4.20000E-02
      7.98000E+00      2.00000E-02      4.34700E+00      3.00000E-02
      8.92000E+00      2.00000E-02      4.55000E+00      3.00000E-02
      1.00000E+01      2.00000E-02      4.61200E+00      3.20000E-02
      1.09900E+01      2.00000E-02      4.84500E+00      3.70000E-02
      1.19200E+01      2.00000E-02      4.88600E+00      3.20000E-02
      1.28500E+01      2.00000E-02      5.03600E+00      3.70000E-02
      1.33300E+01      2.00000E-02      5.19800E+00      3.70000E-02
      1.38400E+01      2.00000E-02      5.24700E+00      5.40000E-02
      1.43000E+01      2.00000E-02      5.23700E+00      3.70000E-02
      1.47100E+01      2.00000E-02      5.28800E+00      9.30000E-02
