# entry-subent-pointer  : C2522-017-0 
# EXFOR reaction        : ['90-TH-232', ['A,F'], 'MASS,PRE,AKE,LF+HF'] 
# incident energy       : 2.21e+01 MeV 
# target                : Th-232 
# product               : 119.52 <= mass <= 156.919 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : H.C.Britt 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,PR,133,B603,1964) 
# year                  : 1964 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C25/C2522.x4 
# nds                   : https://nds.iaea.org/EXFOR/C2522
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.21000E+01      2.00000E-01      1.63441E+08      5.02000E+05
      2.21000E+01      2.00000E-01      1.64509E+08      3.60000E+05
      2.21000E+01      2.00000E-01      1.67660E+08      7.90000E+05
      2.21000E+01      2.00000E-01      1.71743E+08      5.03000E+05
      2.21000E+01      2.00000E-01      1.74536E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.75461E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.74810E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.73583E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.72143E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.71205E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.69118E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.67964E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.66237E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.65370E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.63930E+08      0.00000E+00
      2.21000E+01      2.00000E-01      1.63064E+08      3.58000E+05
      2.21000E+01      2.00000E-01      1.61697E+08      5.75000E+05
      2.21000E+01      2.00000E-01      1.61262E+08      5.03000E+05
      2.21000E+01      2.00000E-01      1.60397E+08      5.74000E+05
      2.21000E+01      2.00000E-01      1.58957E+08      7.17000E+05
