# entry-subent-pointer  : C2522-018-0 
# EXFOR reaction        : ['90-TH-232', ['A,F'], 'MASS,PRE,AKE,LF+HF'] 
# incident energy       : 2.57e+01 MeV 
# target                : Th-232 
# product               : 119.261 <= mass <= 156.946 
# level energy          : - 
# MF-MT number          : ? - 18 
# first author          : H.C.Britt 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,PR,133,B603,1964) 
# year                  : 1964 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C25/C2522.x4 
# nds                   : https://nds.iaea.org/EXFOR/C2522
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.57000E+01      2.00000E-01      1.63928E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.64857E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.67071E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.70070E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.73284E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.74856E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.74427E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.73499E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.72142E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.70856E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.69213E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.68142E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.66856E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.65785E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.64928E+08      0.00000E+00
      2.57000E+01      2.00000E-01      1.63285E+08      4.29000E+05
      2.57000E+01      2.00000E-01      1.62214E+08      4.29000E+05
      2.57000E+01      2.00000E-01      1.61857E+08      5.71000E+05
      2.57000E+01      2.00000E-01      1.60357E+08      7.14000E+05
      2.57000E+01      2.00000E-01      1.58572E+08      7.14000E+05
