# entry-subent-pointer  : 20506-002-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], ',PR,NU'] 
# incident energy       : 1.36e+00 MeV - 1.48e+01 MeV 
# target                : U-235 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : J.Frehaut 
# institute             : (2FR BRC): CEA/DAM Ile-de-France, Bruyeres-le-Chatel, Arpajon 
# reference             : (W,FREHAUT,8009) 
# year                  : 1980 
# facility              : (VDGT ): Tandem van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/205/20506.x4 
# nds                   : https://nds.iaea.org/EXFOR/20506
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.36000E+00      1.65000E-01      2.52500E+00      0.00000E+00
      1.37000E+00      1.50000E-01      2.59000E+00      0.00000E+00
      2.33000E+00      1.00000E-01      2.63100E+00      0.00000E+00
      2.45000E+00      1.25000E-01      2.64600E+00      0.00000E+00
      2.98000E+00      1.05000E-01      2.71500E+00      0.00000E+00
      3.50000E+00      1.00000E-01      2.76100E+00      0.00000E+00
      3.93000E+00      7.50000E-02      2.83900E+00      0.00000E+00
      4.03000E+00      9.00000E-02      2.84700E+00      0.00000E+00
      4.43000E+00      9.00000E-02      2.93300E+00      0.00000E+00
      4.54000E+00      8.00000E-02      2.93900E+00      0.00000E+00
      4.94000E+00      8.50000E-02      3.01800E+00      0.00000E+00
      5.06000E+00      7.00000E-02      2.99500E+00      0.00000E+00
      5.57000E+00      7.00000E-02      3.11700E+00      0.00000E+00
      5.98000E+00      7.50000E-02      3.25200E+00      0.00000E+00
      6.08000E+00      6.50000E-02      3.20700E+00      0.00000E+00
      6.97000E+00      1.70000E-01      3.37400E+00      0.00000E+00
      7.09000E+00      6.50000E-02      3.38000E+00      0.00000E+00
      7.48000E+00      1.65000E-01      3.47200E+00      0.00000E+00
      7.99000E+00      1.45000E-01      3.53300E+00      0.00000E+00
      8.49000E+00      1.30000E-01      3.60800E+00      0.00000E+00
      9.00000E+00      1.20000E-01      3.68100E+00      0.00000E+00
      9.49000E+00      1.10000E-01      3.75900E+00      0.00000E+00
      9.74000E+00      1.10000E-01      3.80000E+00      0.00000E+00
      9.98000E+00      1.00000E-01      3.83100E+00      0.00000E+00
      1.04700E+01      9.50000E-02      3.88600E+00      0.00000E+00
      1.09600E+01      9.00000E-02      3.92100E+00      0.00000E+00
      1.14400E+01      8.50000E-02      4.02200E+00      0.00000E+00
      1.19300E+01      8.00000E-02      4.08400E+00      0.00000E+00
      1.24100E+01      8.00000E-02      4.15000E+00      0.00000E+00
      1.28800E+01      8.00000E-02      4.20400E+00      0.00000E+00
      1.33600E+01      7.50000E-02      4.29200E+00      0.00000E+00
      1.38400E+01      7.50000E-02      4.35800E+00      0.00000E+00
      1.43100E+01      7.00000E-02      4.42800E+00      0.00000E+00
      1.47900E+01      7.00000E-02      4.45400E+00      0.00000E+00
