# entry-subent-pointer  : 41378--00-2-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], ',PR,NU'] 
# incident energy       : 4.80e-02 MeV - 1.41e+01 MeV 
# target                : U-235 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : Yu.A.Khokhlov 
# institute             : (4RUSEPA): Experimental Physics Institute , Sarov 
# reference             : (C,94GATLIN,1,272,1994) 
# year                  : 1994 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/413/41378.x4 
# nds                   : https://nds.iaea.org/EXFOR/41378
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      4.80000E-02      0.00000E+00      2.43100E+00      4.70000E-02
      5.50000E-02      0.00000E+00      2.42200E+00      4.80000E-02
      6.50000E-02      0.00000E+00      2.41600E+00      4.00000E-02
      7.50000E-02      0.00000E+00      2.40200E+00      2.90000E-02
      8.40000E-02      0.00000E+00      2.40600E+00      5.60000E-02
      9.60000E-02      0.00000E+00      2.42800E+00      4.70000E-02
      1.11000E-01      0.00000E+00      2.41400E+00      2.60000E-02
      1.31000E-01      0.00000E+00      2.43100E+00      1.70000E-02
      1.51000E-01      0.00000E+00      2.43600E+00      3.40000E-02
      1.72000E-01      0.00000E+00      2.42400E+00      2.30000E-02
      1.90000E-01      0.00000E+00      2.37800E+00      2.40000E-02
      2.11000E-01      0.00000E+00      2.43000E+00      2.30000E-02
      2.31000E-01      0.00000E+00      2.45100E+00      2.10000E-02
      2.51000E-01      0.00000E+00      2.39700E+00      2.00000E-02
      2.72000E-01      0.00000E+00      2.43300E+00      2.20000E-02
      2.92000E-01      0.00000E+00      2.38500E+00      2.50000E-02
      3.16000E-01      0.00000E+00      2.43000E+00      2.00000E-02
      3.52000E-01      0.00000E+00      2.41500E+00      1.60000E-02
      3.88000E-01      0.00000E+00      2.43700E+00      2.50000E-02
      4.21000E-01      0.00000E+00      2.48700E+00      2.00000E-02
      4.64000E-01      0.00000E+00      2.44900E+00      1.70000E-02
      4.93000E-01      0.00000E+00      2.45200E+00      2.10000E-02
      5.14000E-01      0.00000E+00      2.43700E+00      2.10000E-02
      5.44000E-01      0.00000E+00      2.44200E+00      1.80000E-02
      5.95000E-01      0.00000E+00      2.45100E+00      1.50000E-02
      6.56000E-01      0.00000E+00      2.46300E+00      1.90000E-02
      7.02000E-01      0.00000E+00      2.45000E+00      2.10000E-02
      7.38000E-01      0.00000E+00      2.45000E+00      1.70000E-02
      7.75000E-01      0.00000E+00      2.48200E+00      2.50000E-02
      8.48000E-01      0.00000E+00      2.49500E+00      1.30000E-02
      9.28000E-01      0.00000E+00      2.45000E+00      1.70000E-02
      9.78000E-01      0.00000E+00      2.48900E+00      1.90000E-02
      1.02800E+00      0.00000E+00      2.47200E+00      3.30000E-02
      1.10300E+00      0.00000E+00      2.52100E+00      1.70000E-02
      1.20400E+00      0.00000E+00      2.53200E+00      1.50000E-02
      1.30300E+00      0.00000E+00      2.53500E+00      1.60000E-02
      1.40500E+00      0.00000E+00      2.54100E+00      1.40000E-02
      1.50800E+00      0.00000E+00      2.56800E+00      1.40000E-02
      1.60900E+00      0.00000E+00      2.56600E+00      1.80000E-02
      1.71100E+00      0.00000E+00      2.60100E+00      1.60000E-02
      1.79000E+00      0.00000E+00      2.55400E+00      4.00000E-02
      1.86300E+00      0.00000E+00      2.61200E+00      1.80000E-02
      1.93900E+00      0.00000E+00      2.62200E+00      2.60000E-02
      1.99200E+00      0.00000E+00      2.60500E+00      4.30000E-02
      2.04200E+00      0.00000E+00      2.61900E+00      2.90000E-02
      2.13900E+00      0.00000E+00      2.63400E+00      1.60000E-02
      2.31500E+00      0.00000E+00      2.67200E+00      1.90000E-02
      2.46600E+00      0.00000E+00      2.68300E+00      3.00000E-02
      2.57100E+00      0.00000E+00      2.69600E+00      3.60000E-02
      2.67300E+00      0.00000E+00      2.71100E+00      2.90000E-02
      2.76600E+00      0.00000E+00      2.70400E+00      2.50000E-02
      2.87000E+00      0.00000E+00      2.73900E+00      2.20000E-02
      2.97400E+00      0.00000E+00      2.73900E+00      2.80000E-02
      3.07600E+00      0.00000E+00      2.75800E+00      2.70000E-02
      3.17200E+00      0.00000E+00      2.75900E+00      2.80000E-02
      3.27200E+00      0.00000E+00      2.77600E+00      3.10000E-02
      3.38300E+00      0.00000E+00      2.81400E+00      4.30000E-02
      3.53900E+00      0.00000E+00      2.80700E+00      3.50000E-02
      3.74300E+00      0.00000E+00      2.87600E+00      2.90000E-02
      3.88800E+00      0.00000E+00      2.87800E+00      4.40000E-02
      3.98200E+00      0.00000E+00      2.89500E+00      4.60000E-02
      4.09600E+00      0.00000E+00      2.92900E+00      3.80000E-02
      4.20200E+00      0.00000E+00      2.88500E+00      4.80000E-02
      4.29100E+00      0.00000E+00      2.88900E+00      4.60000E-02
      4.48100E+00      0.00000E+00      2.93400E+00      2.60000E-02
      4.82700E+00      0.00000E+00      3.02100E+00      2.70000E-02
      5.13900E+00      0.00000E+00      3.08700E+00      3.50000E-02
      5.36400E+00      0.00000E+00      3.08300E+00      3.50000E-02
      5.61200E+00      0.00000E+00      3.16200E+00      3.40000E-02
      5.86800E+00      0.00000E+00      3.18600E+00      6.00000E-02
      6.15000E+00      0.00000E+00      3.28800E+00      3.80000E-02
      6.39400E+00      0.00000E+00      3.34600E+00      6.10000E-02
      6.56800E+00      0.00000E+00      3.24000E+00      5.20000E-02
      6.75700E+00      0.00000E+00      3.34000E+00      4.90000E-02
      6.97600E+00      0.00000E+00      3.35400E+00      4.00000E-02
      7.23000E+00      0.00000E+00      3.45200E+00      4.10000E-02
      7.55700E+00      0.00000E+00      3.47700E+00      5.70000E-02
      7.92700E+00      0.00000E+00      3.54400E+00      4.40000E-02
      8.38300E+00      0.00000E+00      3.62100E+00      3.80000E-02
      8.91900E+00      0.00000E+00      3.67900E+00      9.10000E-02
      9.41000E+00      0.00000E+00      3.74200E+00      5.10000E-02
      9.86800E+00      0.00000E+00      3.80600E+00      7.40000E-02
      1.05780E+01      0.00000E+00      3.84600E+00      5.50000E-02
      1.16510E+01      0.00000E+00      4.07500E+00      7.40000E-02
      1.26850E+01      0.00000E+00      4.22900E+00      9.50000E-02
      1.41220E+01      0.00000E+00      4.47500E+00      9.40000E-02
