# entry-subent-pointer  : 40262-002-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], ',PR,NU'] 
# incident energy       : 8.60e-01 MeV - 5.35e+00 MeV 
# target                : U-235 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : M.V.Savin 
# institute             : (4RUSKUR): National Issl.Tsentr "Kurchatovskii Institut", Moskva 
# reference             : (J,YF,16,(6),1161,197212) 
# year                  : 1972 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/402/40262.x4 
# nds                   : https://nds.iaea.org/EXFOR/40262
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      8.60000E-01      0.00000E+00      2.47200E+00      4.00000E-02
      9.00000E-01      0.00000E+00      2.51700E+00      4.00000E-02
      9.50000E-01      0.00000E+00      2.48100E+00      4.00000E-02
      9.90000E-01      0.00000E+00      2.47700E+00      4.00000E-02
      1.03000E+00      0.00000E+00      2.48100E+00      4.00000E-02
      1.09000E+00      0.00000E+00      2.53900E+00      4.00000E-02
      1.16000E+00      0.00000E+00      2.54900E+00      4.00000E-02
      1.23000E+00      0.00000E+00      2.55900E+00      3.80000E-02
      1.29000E+00      0.00000E+00      2.59800E+00      3.80000E-02
      1.36000E+00      0.00000E+00      2.62000E+00      4.00000E-02
      1.45000E+00      0.00000E+00      2.62600E+00      3.80000E-02
      1.54000E+00      0.00000E+00      2.60200E+00      4.00000E-02
      1.63000E+00      0.00000E+00      2.61700E+00      4.00000E-02
      1.73000E+00      0.00000E+00      2.63700E+00      4.00000E-02
      1.81000E+00      0.00000E+00      2.63100E+00      4.00000E-02
      1.90000E+00      0.00000E+00      2.65200E+00      4.00000E-02
      2.05000E+00      0.00000E+00      2.65900E+00      3.80000E-02
      2.24000E+00      0.00000E+00      2.68300E+00      3.50000E-02
      2.42000E+00      0.00000E+00      2.71600E+00      3.50000E-02
      2.59000E+00      0.00000E+00      2.75900E+00      3.50000E-02
      2.78000E+00      0.00000E+00      2.81300E+00      3.50000E-02
      3.00000E+00      0.00000E+00      2.81700E+00      3.50000E-02
      3.25000E+00      0.00000E+00      2.85100E+00      4.00000E-02
      3.48000E+00      0.00000E+00      2.85400E+00      4.50000E-02
      3.73000E+00      0.00000E+00      2.89700E+00      4.50000E-02
      4.13000E+00      0.00000E+00      2.91600E+00      5.00000E-02
      4.40000E+00      0.00000E+00      2.98400E+00      6.00000E-02
      4.68000E+00      0.00000E+00      3.02100E+00      6.50000E-02
      4.99000E+00      0.00000E+00      3.09900E+00      6.50000E-02
      5.35000E+00      0.00000E+00      3.17000E+00      8.00000E-02
