# entry-subent-pointer  : 12399--00-2-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], ',PR,NU'] 
# incident energy       : 3.90e-02 MeV - 1.00e+00 MeV 
# target                : U-235 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : J.W.Meadows 
# institute             : (1USAANL): Argonne National Laboratory, Argonne, IL 
# reference             : (J,JNE,21,157,1967) 
# year                  : 1967 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/123/12399.x4 
# nds                   : https://nds.iaea.org/EXFOR/12399
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      3.90000E-02      5.00000E-02      2.42200E+00      2.30000E-02
      4.60000E-02      5.00000E-02      2.42300E+00      2.70000E-02
      1.50000E-01      3.20000E-02      2.46200E+00      2.40000E-02
      2.25000E-01      3.00000E-02      2.48000E+00      2.40000E-02
      2.65000E-01      2.80000E-02      2.47000E+00      2.70000E-02
      2.98000E-01      2.70000E-02      2.47200E+00      2.70000E-02
      3.25000E-01      2.70000E-02      2.51400E+00      2.40000E-02
      3.58000E-01      2.50000E-02      2.43600E+00      2.40000E-02
      3.75000E-01      2.50000E-02      2.47700E+00      2.70000E-02
      4.05000E-01      2.50000E-02      2.46800E+00      2.70000E-02
      4.25000E-01      2.50000E-02      2.53400E+00      2.30000E-02
      4.76000E-01      2.40000E-02      2.51200E+00      2.40000E-02
      5.48000E-01      2.10000E-02      2.48900E+00      2.30000E-02
      6.75000E-01      1.80000E-02      2.51400E+00      2.30000E-02
      7.85000E-01      2.10000E-02      2.52700E+00      2.10000E-02
      1.00000E+00      2.00000E-02      2.56100E+00      2.30000E-02
