# entry-subent-pointer  : 22354-006-0 
# EXFOR reaction        : ['28-NI-0', ['N,X'], '2-HE-4,,DE'] 
# incident energy       : 5.50e+00 MeV 
# target                : Ni-0 
# product               : He-4 
# level energy          : 4.30e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : T.Sanami 
# institute             : (2JPNTOH): Tohoku University , Sendai 
# reference             : ((S,JAERI-C-96-008,231,1996)=(S,INDC(JPN)-175,231,1996)) 
# year                  : 1996 
# facility              : (DYNAM): Dynamitron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/223/22354.x4 
# nds                   : https://nds.iaea.org/EXFOR/22354
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      4.30000E+00      0.00000E+00      1.18200E-10      6.35300E-11
      4.50000E+00      0.00000E+00      9.26400E-10      2.71800E-10
      4.70000E+00      0.00000E+00      2.55200E-10      1.37800E-10
      4.90000E+00      0.00000E+00      1.48000E-09      2.19500E-10
      5.10000E+00      0.00000E+00      2.32300E-09      2.84000E-10
      5.30000E+00      0.00000E+00      3.67600E-09      2.67500E-10
      5.50000E+00      0.00000E+00      4.84500E-09      3.85100E-10
      5.70000E+00      0.00000E+00      5.47100E-09      3.02200E-10
      5.90000E+00      0.00000E+00      6.23800E-09      3.75100E-10
      6.10000E+00      0.00000E+00      8.55700E-09      8.64600E-10
      6.30000E+00      0.00000E+00      1.08400E-08      9.03800E-10
      6.50000E+00      0.00000E+00      1.41700E-08      8.91000E-10
      6.70000E+00      0.00000E+00      1.72500E-08      1.03900E-09
      6.90000E+00      0.00000E+00      2.01000E-08      1.03300E-09
      7.10000E+00      0.00000E+00      1.96100E-08      8.60200E-10
      7.30000E+00      0.00000E+00      1.90500E-08      6.47900E-10
      7.50000E+00      0.00000E+00      1.73000E-08      5.53900E-10
      7.70000E+00      0.00000E+00      1.49900E-08      4.86200E-10
      7.90000E+00      0.00000E+00      1.35200E-08      6.49100E-10
      8.10000E+00      0.00000E+00      1.11100E-08      6.75000E-10
      8.30000E+00      0.00000E+00      5.73300E-09      4.73900E-10
      8.50000E+00      0.00000E+00      1.21700E-09      2.88100E-10
      8.70000E+00      0.00000E+00      1.75300E-10      1.07800E-10
      8.90000E+00      0.00000E+00      4.48800E-11      1.02900E-11
      9.10000E+00      0.00000E+00      0.00000E+00      0.00000E+00
      9.30000E+00      0.00000E+00      0.00000E+00      0.00000E+00
      9.50000E+00      0.00000E+00      0.00000E+00      0.00000E+00
      9.70000E+00      0.00000E+00      0.00000E+00      0.00000E+00
      9.90000E+00      0.00000E+00      0.00000E+00      0.00000E+00
      1.01000E+01      0.00000E+00      0.00000E+00      0.00000E+00
