# entry-subent-pointer  : 41425-002-0 
# EXFOR reaction        : ['98-CF-252', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cf-252 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : A.S.Vorobiev 
# institute             : (4RUSLIN): Peterburgskiy Institute Yad.Fiz.,Russ.Ak.Nauk., Gatchina 
# reference             : ((S,ISINN-9,288,2001)=(S,JINR-E3-2001-192,288,2001)) 
# year                  : 2001 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/414/41425.x4 
# nds                   : https://nds.iaea.org/EXFOR/41425
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      2.30000E-03      0.00000E+00
      0.00000E+00      0.00000E+00      2.90000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      1.23000E-01      0.00000E+00
      0.00000E+00      0.00000E+00      2.71900E-01      0.00000E+00
      0.00000E+00      0.00000E+00      3.05200E-01      0.00000E+00
      0.00000E+00      0.00000E+00      1.86700E-01      0.00000E+00
      0.00000E+00      0.00000E+00      6.54000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      1.39000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      2.10000E-03      0.00000E+00
      0.00000E+00      0.00000E+00      5.00000E-04      0.00000E+00
