# entry-subent-pointer  : 10901--00-6-0 
# EXFOR reaction        : ['98-CF-252', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cf-252 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : D.C.Hoffman 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,PR/C,21,637,1980) 
# year                  : 1980 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/109/10901.x4 
# nds                   : https://nds.iaea.org/EXFOR/10901
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      1.00000E-03              NAN
      0.00000E+00      0.00000E+00      2.80000E-02              NAN
      0.00000E+00      0.00000E+00      1.20000E-01              NAN
      0.00000E+00      0.00000E+00      3.03000E-01              NAN
      0.00000E+00      0.00000E+00      2.93000E-01              NAN
      0.00000E+00      0.00000E+00      1.81000E-01              NAN
      0.00000E+00      0.00000E+00      6.30000E-02              NAN
      0.00000E+00      0.00000E+00      1.30000E-02              NAN
      0.00000E+00      0.00000E+00      1.00000E-03              NAN
      0.00000E+00      0.00000E+00      1.00000E-03              NAN
