# entry-subent-pointer  : 14430-002-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',PR,NU/DE'] 
# incident energy       : 1.50e+00 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : 1.50e+00 MeV 
# MF-MT number          : ? - 18 
# first author          : J.P.Lestone 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,NDS,119,213,2014) 
# year                  : 2014 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/144/14430.x4 
# nds                   : https://nds.iaea.org/EXFOR/14430
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.50000E+00      0.00000E+00      2.90500E-07      7.30000E-09
      2.50000E+00      0.00000E+00      1.94500E-07      4.90000E-09
      3.50000E+00      0.00000E+00      1.11000E-07      2.80000E-09
      4.50000E+00      0.00000E+00      6.07000E-08      1.50000E-09
      5.50000E+00      0.00000E+00      3.18000E-08      1.00000E-09
      6.50000E+00      0.00000E+00      1.66000E-08      6.00000E-10
      7.50000E+00      0.00000E+00      8.53000E-09      3.90000E-10
      8.50000E+00      0.00000E+00      4.21000E-09      3.50000E-10
      9.50000E+00      0.00000E+00      2.24000E-09      2.60000E-10
      1.05000E+01      0.00000E+00      1.35000E-09      2.70000E-10
      1.15000E+01      0.00000E+00      2.90000E-10      3.20000E-10
