# entry-subent-pointer  : 14684--00-2-0 
# EXFOR reaction        : ['94-PU-239', ['N,F'], ',PR,NU/DE'] 
# incident energy       : 9.50e-01 MeV - 7.85e+02 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : 5.00e-02 MeV 
# MF-MT number          : ? - 18 
# first author          : P.Marini 
# institute             : (2FR BRC): CEA/DAM Ile-de-France, Bruyeres-le-Chatel, Arpajon 
# reference             : (J,PR/C,101,044614,2020) 
# year                  : 2020 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/146/14684.x4 
# nds                   : https://nds.iaea.org/EXFOR/14684
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      5.00000E-02      0.00000E+00      4.10982E-07      1.27246E-08
      1.50000E-01      0.00000E+00      6.66650E-07      1.82447E-08
      2.50000E-01      0.00000E+00      8.28330E-07      3.70186E-08
      3.50000E-01      0.00000E+00      8.97688E-07      1.16969E-08
      4.50000E-01      0.00000E+00      9.46775E-07      9.13416E-09
      5.50000E-01      0.00000E+00      9.84980E-07      8.47848E-09
      6.50000E-01      0.00000E+00      9.96295E-07      8.17701E-09
      7.50000E-01      0.00000E+00      1.00838E-06      8.06552E-09
      8.50000E-01      0.00000E+00      9.99908E-07      7.87300E-09
      9.50000E-01      0.00000E+00      9.92628E-07      7.70571E-09
      1.05000E+00      0.00000E+00      9.78143E-07      7.55721E-09
      1.15000E+00      0.00000E+00      9.60643E-07      7.41912E-09
      1.25000E+00      0.00000E+00      9.37307E-07      7.27698E-09
      1.35000E+00      0.00000E+00      9.08887E-07      7.11912E-09
      1.45000E+00      0.00000E+00      8.80253E-07      6.95928E-09
      1.55000E+00      0.00000E+00      8.55440E-07      6.82949E-09
      1.65000E+00      0.00000E+00      8.20328E-07      6.65242E-09
      1.75000E+00      0.00000E+00      7.90916E-07      6.51654E-09
      1.85000E+00      0.00000E+00      7.60861E-07      6.36418E-09
      1.95000E+00      0.00000E+00      7.32014E-07      6.24181E-09
      2.05000E+00      0.00000E+00      7.00826E-07      6.10641E-09
      2.15000E+00      0.00000E+00      6.66426E-07      5.94643E-09
      2.25000E+00      0.00000E+00      6.37093E-07      5.79986E-09
      2.35000E+00      0.00000E+00      6.07700E-07      5.66986E-09
      2.45000E+00      0.00000E+00      5.77262E-07      5.51500E-09
      2.55000E+00      0.00000E+00      5.53781E-07      5.41679E-09
      2.65000E+00      0.00000E+00      5.24013E-07      5.25696E-09
      2.75000E+00      0.00000E+00      4.94877E-07      5.13639E-09
      2.85000E+00      0.00000E+00      4.66255E-07      4.98850E-09
      2.95000E+00      0.00000E+00      4.47827E-07      4.90113E-09
      3.04569E+00      0.00000E+00      4.19697E-07      4.92891E-09
      3.13918E+00      0.00000E+00      4.00691E-07      4.74262E-09
      3.23705E+00      0.00000E+00      3.81106E-07      4.55235E-09
      3.33959E+00      0.00000E+00      3.64143E-07      4.39910E-09
      3.44708E+00      0.00000E+00      3.41248E-07      4.19010E-09
      3.55986E+00      0.00000E+00      3.20172E-07      3.99823E-09
      3.67828E+00      0.00000E+00      2.96235E-07      3.77936E-09
      3.80272E+00      0.00000E+00      2.73223E-07      3.59260E-09
      3.93359E+00      0.00000E+00      2.55152E-07      3.39324E-09
      4.07137E+00      0.00000E+00      2.31470E-07      3.18320E-09
      4.21652E+00      0.00000E+00      2.13016E-07      3.01889E-09
      4.36958E+00      0.00000E+00      1.90557E-07      2.79818E-09
      4.53116E+00      0.00000E+00      1.75846E-07      2.65333E-09
      4.70190E+00      0.00000E+00      1.56512E-07      2.48013E-09
      4.88250E+00      0.00000E+00      1.41547E-07      2.32664E-09
      5.07374E+00      0.00000E+00      1.24789E-07      2.15748E-09
      5.27647E+00      0.00000E+00      1.06948E-07      1.99129E-09
      5.49165E+00      0.00000E+00      9.68026E-08      1.87207E-09
      5.72029E+00      0.00000E+00      8.13241E-08      1.70252E-09
      5.96357E+00      0.00000E+00      7.00064E-08      1.58297E-09
      6.22276E+00      0.00000E+00      5.85490E-08      1.44813E-09
      6.49929E+00      0.00000E+00      4.97320E-08      1.32680E-09
      6.79474E+00      0.00000E+00      3.93120E-08      1.20236E-09
      7.11088E+00      0.00000E+00      3.17584E-08      1.09252E-09
      7.44970E+00      0.00000E+00      2.60324E-08      9.96480E-10
      7.81345E+00      0.00000E+00      2.00018E-08      9.09010E-10
      8.20463E+00      0.00000E+00      1.51896E-08      8.20010E-10
      8.62608E+00      0.00000E+00      1.25877E-08      7.37980E-10
