# entry-subent-pointer  : C0925-042-0 
# EXFOR reaction        : ['8-O-16', ['P,X'], '2-HE-4,,DE'] 
# incident energy       : 3.90e+01 MeV 
# target                : O-16 
# product               : He-4 
# level energy          : 6.24e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : F.E.Bertrand 
# institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
# reference             : (J,PR/C,8,1045,1973) 
# year                  : 1973 
# facility              : (ISOCY): Isochronous cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/C09/C0925.x4 
# nds                   : https://nds.iaea.org/EXFOR/C0925
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      6.24000E+00      0.00000E+00      2.65000E-08      0.00000E+00
      8.23000E+00      0.00000E+00      1.39000E-08      0.00000E+00
      1.02100E+01      0.00000E+00      7.60000E-09      0.00000E+00
      1.22000E+01      0.00000E+00      4.60000E-09      0.00000E+00
      1.41900E+01      0.00000E+00      2.37000E-09      0.00000E+00
      1.61800E+01      0.00000E+00      2.27000E-09      0.00000E+00
      1.81700E+01      0.00000E+00      1.36000E-09      0.00000E+00
      2.10000E+01      0.00000E+00      8.80000E-10      0.00000E+00
      2.30000E+01      0.00000E+00      6.80000E-10      0.00000E+00
      2.50000E+01      0.00000E+00      3.20000E-10      0.00000E+00
      2.70000E+01      0.00000E+00      8.60000E-10      0.00000E+00
      2.90000E+01      0.00000E+00      2.49000E-10      0.00000E+00
      3.10000E+01      0.00000E+00      7.60000E-11      0.00000E+00
