# entry-subent-pointer  : 30609-006-0 
# EXFOR reaction        : ['96-CM-242', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cm-242 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : Zhang Huanqiao 
# institute             : (3CPRAEP): China Institute of Atomic Energy, Beijing 
# reference             : (J,NSE,86,315,1984) 
# year                  : 1984 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/306/30609.x4 
# nds                   : https://nds.iaea.org/EXFOR/30609
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      2.29000E-02      2.30000E-03
      0.00000E+00      0.00000E+00      1.54600E-01      6.40000E-03
      0.00000E+00      0.00000E+00      3.11200E-01      8.50000E-03
      0.00000E+00      0.00000E+00      3.18000E-01      9.10000E-03
      0.00000E+00      0.00000E+00      1.42800E-01      7.70000E-03
      0.00000E+00      0.00000E+00      4.60000E-02      4.70000E-03
      0.00000E+00      0.00000E+00      2.40000E-03      3.20000E-03
      0.00000E+00      0.00000E+00      1.50000E-03      1.00000E-03
      0.00000E+00      0.00000E+00      6.00000E-04      1.00000E-04
