# entry-subent-pointer  : 13899-002-0 
# EXFOR reaction        : ['14-SI-28', ['N,INL'], '14-SI-28,,DE'] 
# incident energy       : 7.0000e+00 MeV 
# target                : Si-28 
# product               : Si-28 
# level energy          : 0.0000e+00 MeV 
# MF-MT number          : 5 - None 
# first author          : D.Rochman 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,NIM/A,523,102,2004) 
# year                  : 2004 
# facility              : (MESON): Meson facility 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/138/13899.x4 
# nds                   : https://nds.iaea.org/EXFOR/13899
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      0.00000E+00      0.00000E+00      1.65000E-08      1.10000E-09
      1.00000E-01      0.00000E+00      2.51000E-08      1.60000E-09
      2.00000E-01      0.00000E+00      1.84000E-08      1.20000E-09
      3.00000E-01      0.00000E+00      2.34000E-08      1.40000E-09
      4.00000E-01      0.00000E+00      2.29000E-08      1.50000E-09
      5.00000E-01      0.00000E+00      1.98000E-08      1.20000E-09
      6.00000E-01      0.00000E+00      3.61000E-08      2.20000E-09
      7.00000E-01      0.00000E+00      2.72000E-08      1.70000E-09
      8.00000E-01      0.00000E+00      3.62000E-08      1.90000E-09
      9.00000E-01      0.00000E+00      2.91000E-08      1.60000E-09
      1.00000E+00      0.00000E+00      3.90000E-08      2.00000E-09
      1.10000E+00      0.00000E+00      4.87000E-08      2.60000E-09
      1.20000E+00      0.00000E+00      8.22000E-08      4.10000E-09
      1.30000E+00      0.00000E+00      9.93000E-08      4.70000E-09
      1.40000E+00      0.00000E+00      1.49800E-07      6.00000E-09
      1.50000E+00      0.00000E+00      1.81700E-07      6.80000E-09
      1.60000E+00      0.00000E+00      2.31800E-07      7.50000E-09
      1.70000E+00      0.00000E+00      2.56500E-07      7.80000E-09
      1.80000E+00      0.00000E+00      3.08900E-07      8.50000E-09
      1.90000E+00      0.00000E+00      2.79400E-07      7.40000E-09
      2.00000E+00      0.00000E+00      2.64300E-07      6.60000E-09
      2.10000E+00      0.00000E+00      2.17600E-07      5.70000E-09
      2.20000E+00      0.00000E+00      1.85300E-07      4.90000E-09
      2.30000E+00      0.00000E+00      1.69300E-07      4.80000E-09
      2.40000E+00      0.00000E+00      1.30600E-07      3.90000E-09
      2.50000E+00      0.00000E+00      9.79000E-08      3.00000E-09
      2.60000E+00      0.00000E+00      7.48000E-08      2.40000E-09
      2.70000E+00      0.00000E+00      8.73000E-08      2.90000E-09
      2.80000E+00      0.00000E+00      7.53000E-08      2.60000E-09
      2.90000E+00      0.00000E+00      4.49000E-08      1.50000E-09
      3.10000E+00      0.00000E+00      3.60000E-09      1.00000E-10
      3.20000E+00      0.00000E+00      5.40000E-09      2.00000E-10
      3.30000E+00      0.00000E+00      5.40000E-09      2.00000E-10
      3.40000E+00      0.00000E+00      2.37000E-08      8.00000E-10
      3.50000E+00      0.00000E+00      6.00000E-10      0.00000E+00
      3.70000E+00      0.00000E+00      0.00000E+00      0.00000E+00
      3.80000E+00      0.00000E+00      9.60000E-09      3.00000E-10
      3.90000E+00      0.00000E+00      3.40000E-09      1.00000E-10
      4.00000E+00      0.00000E+00      4.40000E-09      1.00000E-10
      4.10000E+00      0.00000E+00      1.91000E-08      5.00000E-10
      4.20000E+00      0.00000E+00      6.04000E-08      1.50000E-09
      4.30000E+00      0.00000E+00      1.01100E-07      2.50000E-09
      4.40000E+00      0.00000E+00      1.50000E-09      0.00000E+00
      4.50000E+00      0.00000E+00      2.63700E-07      6.10000E-09
      4.60000E+00      0.00000E+00      6.54400E-07      1.35000E-08
      4.70000E+00      0.00000E+00      3.91000E-07      6.90000E-09
      4.80000E+00      0.00000E+00      1.85000E-08      3.00000E-10
      4.90000E+00      0.00000E+00      2.49000E-08      4.00000E-10
