# entry-subent-pointer  : 41738--00-2-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], 'MASS,PRE/PR/FRG,NU'] 
# incident energy       : 2.53e-08 MeV 
# target                : U-235 
# product               : 79.5 <= mass <= 159.5 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : Sh.Zeynalov 
# institute             : (4ZZZDUB): Joint Institute for Nuclear Research (JINR), Dubna 
# reference             : (J,EPJ/CS,211,04003,2019) 
# year                  : 2019 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/417/41738.x4 
# nds                   : https://nds.iaea.org/EXFOR/41738
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             79.5              nan      4.65200E-02              NAN
              nan             80.5              nan      1.30280E-01              NAN
              nan             81.5              nan      2.10860E-01              NAN
              nan             82.5              nan      2.88260E-01              NAN
              nan             83.5              nan      3.62480E-01              NAN
              nan             84.5              nan      4.16850E-01              NAN
              nan             85.5              nan      4.96220E-01              NAN
              nan             86.5              nan      5.57540E-01              NAN
              nan             87.5              nan      6.21810E-01              NAN
              nan             88.5              nan      6.93860E-01              NAN
              nan             89.5              nan      7.33830E-01              NAN
              nan             90.5              nan      7.73850E-01              NAN
              nan             91.5              nan      8.19320E-01              NAN
              nan             92.5              nan      8.72760E-01              NAN
              nan             93.5              nan      9.19620E-01              NAN
              nan             94.5              nan      9.67450E-01              NAN
              nan             95.5              nan      9.75300E-01              NAN
              nan             96.5              nan      9.96500E-01              NAN
              nan             97.5              nan      1.03740E+00              NAN
              nan             98.5              nan      1.07795E+00              NAN
              nan             99.5              nan      1.11035E+00              NAN
              nan            100.5              nan      1.16264E+00              NAN
              nan            101.5              nan      1.21978E+00              NAN
              nan            102.5              nan      1.27883E+00              NAN
              nan            103.5              nan      1.36037E+00              NAN
              nan            104.5              nan      1.45863E+00              NAN
              nan            105.5              nan      1.57710E+00              NAN
              nan            106.5              nan      1.80563E+00              NAN
              nan            107.5              nan      2.16965E+00              NAN
              nan            108.5              nan      2.76303E+00              NAN
              nan            109.5              nan      3.51962E+00              NAN
              nan            110.5              nan      3.95422E+00              NAN
              nan            111.5              nan      3.78158E+00              NAN
              nan            112.5              nan      3.07026E+00              NAN
              nan            113.5              nan      2.35915E+00              NAN
              nan            114.5              nan      1.84613E+00              NAN
              nan            115.5              nan      1.65128E+00              NAN
              nan            116.5              nan      1.58544E+00              NAN
              nan            117.5              nan      1.60164E+00              NAN
              nan            118.5              nan      1.65523E+00              NAN
              nan            119.5              nan      1.71172E+00              NAN
              nan            120.5              nan      1.74610E+00              NAN
              nan            121.5              nan      1.71797E+00              NAN
              nan            122.5              nan      1.59073E+00              NAN
              nan            123.5              nan      1.34870E+00              NAN
              nan            124.5              nan      1.14000E+00              NAN
              nan            125.5              nan      1.04850E+00              NAN
              nan            126.5              nan      8.82860E-01              NAN
              nan            127.5              nan      7.25150E-01              NAN
              nan            128.5              nan      6.05760E-01              NAN
              nan            129.5              nan      5.87540E-01              NAN
              nan            130.5              nan      5.43980E-01              NAN
              nan            131.5              nan      6.27140E-01              NAN
              nan            132.5              nan      7.41290E-01              NAN
              nan            133.5              nan      8.78990E-01              NAN
              nan            134.5              nan      1.01413E+00              NAN
              nan            135.5              nan      1.17937E+00              NAN
              nan            136.5              nan      1.27440E+00              NAN
              nan            137.5              nan      1.36155E+00              NAN
              nan            138.5              nan      1.39908E+00              NAN
              nan            139.5              nan      1.40851E+00              NAN
              nan            140.5              nan      1.44375E+00              NAN
              nan            141.5              nan      1.49651E+00              NAN
              nan            142.5              nan      1.52571E+00              NAN
              nan            143.5              nan      1.53546E+00              NAN
              nan            144.5              nan      1.62771E+00              NAN
              nan            145.5              nan      1.67314E+00              NAN
              nan            146.5              nan      1.74097E+00              NAN
              nan            147.5              nan      1.83563E+00              NAN
              nan            148.5              nan      2.08136E+00              NAN
              nan            149.5              nan      2.26347E+00              NAN
              nan            150.5              nan      2.38962E+00              NAN
              nan            151.5              nan      2.47741E+00              NAN
              nan            152.5              nan      2.53946E+00              NAN
              nan            153.5              nan      2.63733E+00              NAN
              nan            154.5              nan      2.77929E+00              NAN
              nan            155.5              nan      2.96368E+00              NAN
              nan            156.5              nan      3.19347E+00              NAN
              nan            157.5              nan      3.46734E+00              NAN
              nan            158.5              nan      3.78531E+00              NAN
              nan            159.5              nan      4.10503E+00              NAN
