# entry-subent-pointer  : 10512--00-2-0 
# EXFOR reaction        : ['94-PU-241', ['N,F'], ',DL,NU'] 
# incident energy       : 1.50e-01 MeV - 5.00e+00 MeV 
# target                : Pu-241 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 455 
# first author          : J.W.Meadows 
# institute             : (1USAANL): Argonne National Laboratory, Argonne, IL 
# reference             : (R,ANL-NDM-18,197601) 
# year                  : 1976 
# facility              : (DYNAM): Dynamitron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/105/10512.x4 
# nds                   : https://nds.iaea.org/EXFOR/10512
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.50000E-01      6.00000E-02      1.39000E-02      1.30000E-03
      2.50000E-01      6.00000E-02      1.53000E-02      1.40000E-03
      3.50000E-01      6.00000E-02      1.57000E-02      1.40000E-03
      5.00000E-01      6.00000E-02      1.54000E-02      1.30000E-03
      7.00000E-01      6.00000E-02      1.48000E-02      1.20000E-03
      1.00000E+00      6.00000E-02      1.40000E-02      1.20000E-03
      1.17000E+00      6.00000E-02      1.36000E-02      1.10000E-03
      1.50000E+00      6.00000E-02      1.39000E-02      1.10000E-03
      2.00000E+00      6.00000E-02      1.36000E-02      1.10000E-03
      2.50000E+00      8.00000E-02      1.36000E-02      1.10000E-03
      3.00000E+00      8.00000E-02      1.40000E-02      1.10000E-03
      3.50000E+00      8.00000E-02      1.41000E-02      1.10000E-03
      4.00000E+00      8.00000E-02      1.41000E-02      1.10000E-03
      4.50000E+00      8.00000E-02      1.34000E-02      1.10000E-03
      5.00000E+00      1.00000E-01      1.39000E-02      1.20000E-03
