# entry-subent-pointer  : O0536-007-0 
# EXFOR reaction        : ['45-RH-103', ['P,X'], '0-NN-1,,DE'] 
# incident energy       : 2.20e+01 MeV 
# target                : Rh-103 
# product               : Nn-1 
# level energy          : 4.44e+00 MeV 
# MF-MT number          : 5 - residual 
# first author          : S.M.Grimes 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (J,PR/C,13,2224,1976) 
# year                  : 1976 
# facility              : (CYGFF): Cyclograaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O05/O0536.x4 
# nds                   : https://nds.iaea.org/EXFOR/O0536
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      4.44000E+00      5.00000E-02      2.19000E-07      3.50400E-09
      5.46000E+00      5.00000E-02      9.70000E-08      1.55200E-09
      6.43000E+00      5.00000E-02      5.88000E-08      9.40800E-10
      7.12000E+00      5.00000E-02      2.98000E-08      4.76800E-10
      8.20000E+00      5.00000E-02      2.52000E-08      4.03200E-10
      9.42000E+00      5.00000E-02      1.53000E-08      2.44800E-10
      9.97000E+00      5.00000E-02      1.05800E-08      1.69280E-10
      1.11800E+01      5.00000E-02      8.12000E-09      1.29920E-10
      1.21400E+01      5.00000E-02      6.35000E-09      1.01600E-10
      1.31100E+01      5.00000E-02      4.24000E-09      6.78400E-11
      1.42400E+01      5.00000E-02      3.01000E-09      4.81600E-11
      1.50800E+01      5.00000E-02      1.97000E-09      3.15200E-11
      1.60600E+01      5.00000E-02      9.07000E-10      1.45120E-11
      1.69400E+01      5.00000E-02      6.17000E-10      9.87200E-12
      1.79200E+01      5.00000E-02      2.79000E-10      4.46400E-12
      1.89700E+01      5.00000E-02      1.76000E-10      2.81600E-12
