# entry-subent-pointer  : L0058-032-0 
# EXFOR reaction        : ['94-PU-239', ['G,F'], ',PR,NU'] 
# incident energy       : 7.1200e+00 MeV - 1.6188e+01 MeV 
# target                : Pu-239 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : B.L.Berman 
# institute             : (1USALRL): Lawrence Livermore National Laboratory, Livermore, CA 
# reference             : (J,PR/C,34,2201,198612) 
# year                  : 1986 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L00/L0058.x4 
# nds                   : https://nds.iaea.org/EXFOR/L0058
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      7.12000E+00      0.00000E+00      2.89200E+00      0.00000E+00
      7.69200E+00      0.00000E+00      3.07800E+00      0.00000E+00
      7.92900E+00      0.00000E+00      3.50700E+00      0.00000E+00
      8.13600E+00      0.00000E+00      3.41900E+00      0.00000E+00
      8.44800E+00      0.00000E+00      3.55000E+00      0.00000E+00
      8.78600E+00      0.00000E+00      3.53900E+00      0.00000E+00
      9.14600E+00      0.00000E+00      3.21900E+00      0.00000E+00
      9.38400E+00      0.00000E+00      3.74700E+00      0.00000E+00
      9.66600E+00      0.00000E+00      3.33900E+00      0.00000E+00
      9.89900E+00      0.00000E+00      3.31700E+00      0.00000E+00
      1.03970E+01      0.00000E+00      3.97600E+00      0.00000E+00
      1.08360E+01      0.00000E+00      3.72200E+00      0.00000E+00
      1.13290E+01      0.00000E+00      3.76600E+00      0.00000E+00
      1.18200E+01      0.00000E+00      3.52300E+00      0.00000E+00
      1.23150E+01      0.00000E+00      3.85200E+00      0.00000E+00
      1.28100E+01      0.00000E+00      4.09300E+00      0.00000E+00
      1.35400E+01      0.00000E+00      4.54400E+00      0.00000E+00
      1.44760E+01      0.00000E+00      4.76200E+00      0.00000E+00
      1.52510E+01      0.00000E+00      4.38700E+00      0.00000E+00
      1.61880E+01      0.00000E+00      4.79200E+00      0.00000E+00
