# entry-subent-pointer  : 41690--00-6-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], '2-HE-4,TER,AKE,LF+HF,MSC'] 
# incident energy       : 2.53e-08 MeV 
# target                : U-235 
# product               : He-4 
# level energy          : 7.40e+00 MeV 
# MF-MT number          : ? - 18 
# first author          : V.T.Grachev 
# institute             : (4RUSLIN): Peterburgskiy Institute Yad.Fiz.,Russ.Ak.Nauk., Gatchina 
# reference             : (J,YF,32,1186,1980) 
# year                  : 1980 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/416/41690.x4 
# nds                   : https://nds.iaea.org/EXFOR/41690
#
#     E_in(MeV)        dE_in(MeV)      Energy(MeV)            dEnergy(MeV)
      2.53000E-08      0.00000E+00      1.63750E+08              NAN
      2.53000E-08      0.00000E+00      1.62580E+08              NAN
      2.53000E-08      0.00000E+00      1.61660E+08              NAN
      2.53000E-08      0.00000E+00      1.60750E+08              NAN
      2.53000E-08      0.00000E+00      1.60000E+08              NAN
      2.53000E-08      0.00000E+00      1.59330E+08              NAN
      2.53000E-08      0.00000E+00      1.58660E+08              NAN
      2.53000E-08      0.00000E+00      1.58000E+08              NAN
      2.53000E-08      0.00000E+00      1.57500E+08              NAN
      2.53000E-08      0.00000E+00      1.56830E+08              NAN
      2.53000E-08      0.00000E+00      1.56330E+08              NAN
      2.53000E-08      0.00000E+00      1.55910E+08              NAN
      2.53000E-08      0.00000E+00      1.55580E+08              NAN
      2.53000E-08      0.00000E+00      1.55240E+08              NAN
      2.53000E-08      0.00000E+00      1.54660E+08              NAN
      2.53000E-08      0.00000E+00      1.54240E+08              NAN
      2.53000E-08      0.00000E+00      1.53910E+08              NAN
      2.53000E-08      0.00000E+00      1.53490E+08              NAN
      2.53000E-08      0.00000E+00      1.52990E+08              NAN
      2.53000E-08      0.00000E+00      1.52410E+08              NAN
      2.53000E-08      0.00000E+00      1.52490E+08              NAN
      2.53000E-08      0.00000E+00      1.60520E+08              NAN
      2.53000E-08      0.00000E+00      1.59770E+08              NAN
      2.53000E-08      0.00000E+00      1.58920E+08              NAN
      2.53000E-08      0.00000E+00      1.58250E+08              NAN
      2.53000E-08      0.00000E+00      1.57910E+08              NAN
      2.53000E-08      0.00000E+00      1.57150E+08              NAN
      2.53000E-08      0.00000E+00      1.56990E+08              NAN
      2.53000E-08      0.00000E+00      1.56480E+08              NAN
      2.53000E-08      0.00000E+00      1.55980E+08              NAN
      2.53000E-08      0.00000E+00      1.55480E+08              NAN
      2.53000E-08      0.00000E+00      1.55060E+08              NAN
      2.53000E-08      0.00000E+00      1.54130E+08              NAN
      2.53000E-08      0.00000E+00      1.54130E+08              NAN
      2.53000E-08      0.00000E+00      1.53800E+08              NAN
      2.53000E-08      0.00000E+00      1.62200E+08              NAN
      2.53000E-08      0.00000E+00      1.60440E+08              NAN
      2.53000E-08      0.00000E+00      1.60110E+08              NAN
      2.53000E-08      0.00000E+00      1.59860E+08              NAN
      2.53000E-08      0.00000E+00      1.59110E+08              NAN
      2.53000E-08      0.00000E+00      1.58270E+08              NAN
      2.53000E-08      0.00000E+00      1.57600E+08              NAN
      2.53000E-08      0.00000E+00      1.57270E+08              NAN
      2.53000E-08      0.00000E+00      1.56520E+08              NAN
      2.53000E-08      0.00000E+00      1.56100E+08              NAN
      2.53000E-08      0.00000E+00      1.55520E+08              NAN
      2.53000E-08      0.00000E+00      1.54770E+08              NAN
      2.53000E-08      0.00000E+00      1.54600E+08              NAN
      2.53000E-08      0.00000E+00      1.54350E+08              NAN
      2.53000E-08      0.00000E+00      1.55250E+08              NAN
      2.53000E-08      0.00000E+00      1.54840E+08              NAN
      2.53000E-08      0.00000E+00      1.56010E+08              NAN
      2.53000E-08      0.00000E+00      1.55590E+08              NAN
      2.53000E-08      0.00000E+00      1.56420E+08              NAN
      2.53000E-08      0.00000E+00      1.57340E+08              NAN
      2.53000E-08      0.00000E+00      1.56930E+08              NAN
      2.53000E-08      0.00000E+00      1.57090E+08              NAN
      2.53000E-08      0.00000E+00      1.56930E+08              NAN
      2.53000E-08      0.00000E+00      1.56340E+08              NAN
      2.53000E-08      0.00000E+00      1.55680E+08              NAN
      2.53000E-08      0.00000E+00      1.55260E+08              NAN
      2.53000E-08      0.00000E+00      1.54930E+08              NAN
      2.53000E-08      0.00000E+00      1.54680E+08              NAN
