# entry-subent-pointer  : E1841-044-0 
# EXFOR reaction        : ['41-NB-93', ['P,X'], '2-HE-4,,DE'] 
# incident energy       : 1.5000e+01 MeV 
# target                : Nb-93 
# product               : He-4 
# level energy          : 8.0000e+00 MeV 
# MF-MT number          : 5 - None 
# first author          : I.Kumabe 
# institute             : (2JPNKYU): Kyushu University , Fukuoka 
# reference             : (J,PR/C,35,(2),467,198702) 
# year                  : 1987 
# facility              : (VDGT): Tandem van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E18/E1841.x4 
# nds                   : https://nds.iaea.org/EXFOR/E1841
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      8.00000E+00      0.00000E+00      9.93100E-10      0.00000E+00
      8.20000E+00      0.00000E+00      9.46100E-10      0.00000E+00
      8.40000E+00      0.00000E+00      9.70900E-10      0.00000E+00
      8.60000E+00      0.00000E+00      1.10620E-09      0.00000E+00
      8.80000E+00      0.00000E+00      1.28400E-09      0.00000E+00
      9.00000E+00      0.00000E+00      1.43070E-09      0.00000E+00
      9.20000E+00      0.00000E+00      1.56650E-09      0.00000E+00
      9.40000E+00      0.00000E+00      1.75440E-09      0.00000E+00
      9.60000E+00      0.00000E+00      1.98350E-09      0.00000E+00
      9.80000E+00      0.00000E+00      2.21580E-09      0.00000E+00
      1.00000E+01      0.00000E+00      2.35730E-09      0.00000E+00
      1.02000E+01      0.00000E+00      2.46850E-09      0.00000E+00
      1.04000E+01      0.00000E+00      2.53880E-09      0.00000E+00
      1.06000E+01      0.00000E+00      2.65260E-09      0.00000E+00
      1.08000E+01      0.00000E+00      2.65370E-09      0.00000E+00
      1.10000E+01      0.00000E+00      2.59100E-09      0.00000E+00
      1.12000E+01      0.00000E+00      2.54100E-09      0.00000E+00
      1.14000E+01      0.00000E+00      2.38890E-09      0.00000E+00
      1.16000E+01      0.00000E+00      2.30350E-09      0.00000E+00
      1.18000E+01      0.00000E+00      2.17920E-09      0.00000E+00
      1.20000E+01      0.00000E+00      2.05430E-09      0.00000E+00
      1.22000E+01      0.00000E+00      1.88210E-09      0.00000E+00
      1.24000E+01      0.00000E+00      1.70420E-09      0.00000E+00
      1.26000E+01      0.00000E+00      1.59100E-09      0.00000E+00
      1.28000E+01      0.00000E+00      1.40240E-09      0.00000E+00
      1.30000E+01      0.00000E+00      1.26320E-09      0.00000E+00
      1.32000E+01      0.00000E+00      1.09000E-09      0.00000E+00
      1.34000E+01      0.00000E+00      9.53200E-10      0.00000E+00
      1.36000E+01      0.00000E+00      8.77600E-10      0.00000E+00
      1.38000E+01      0.00000E+00      7.80200E-10      0.00000E+00
      1.40000E+01      0.00000E+00      6.25300E-10      0.00000E+00
      1.42000E+01      0.00000E+00      4.68000E-10      0.00000E+00
      1.44000E+01      0.00000E+00      4.01300E-10      0.00000E+00
      1.46000E+01      0.00000E+00      3.89100E-10      0.00000E+00
      1.48000E+01      0.00000E+00      3.67600E-10      0.00000E+00
      1.50000E+01      0.00000E+00      3.15900E-10      0.00000E+00
      1.52000E+01      0.00000E+00      3.23700E-10      0.00000E+00
      1.54000E+01      0.00000E+00      4.12600E-10      0.00000E+00
      1.56000E+01      0.00000E+00      6.84900E-10      0.00000E+00
      1.58000E+01      0.00000E+00      1.09360E-09      0.00000E+00
      1.60000E+01      0.00000E+00      9.28400E-10      0.00000E+00
      1.62000E+01      0.00000E+00      5.75300E-10      0.00000E+00
      1.64000E+01      0.00000E+00      3.18000E-10      0.00000E+00
      1.66000E+01      0.00000E+00      2.61600E-10      0.00000E+00
      1.68000E+01      0.00000E+00      2.64600E-10      0.00000E+00
      1.70000E+01      0.00000E+00      1.97500E-10      0.00000E+00
      1.72000E+01      0.00000E+00      2.39500E-10      0.00000E+00
      1.74000E+01      0.00000E+00      3.50100E-10      0.00000E+00
      1.76000E+01      0.00000E+00      3.72600E-10      0.00000E+00
      1.78000E+01      0.00000E+00      2.79400E-10      0.00000E+00
      1.80000E+01      0.00000E+00      2.27700E-10      0.00000E+00
      1.82000E+01      0.00000E+00      5.31000E-11      0.00000E+00
      1.84000E+01      0.00000E+00      2.89000E-11      0.00000E+00
      1.86000E+01      0.00000E+00      2.31000E-11      0.00000E+00
      1.88000E+01      0.00000E+00      1.55000E-11      0.00000E+00
      1.90000E+01      0.00000E+00      1.55000E-11      0.00000E+00
      1.92000E+01      0.00000E+00      1.48000E-11      0.00000E+00
      1.94000E+01      0.00000E+00      2.58000E-11      0.00000E+00
      1.96000E+01      0.00000E+00      3.15000E-11      0.00000E+00
      1.98000E+01      0.00000E+00      6.60000E-11      0.00000E+00
      2.00000E+01      0.00000E+00      1.77600E-10      0.00000E+00
      2.02000E+01      0.00000E+00      1.90000E-10      0.00000E+00
      2.04000E+01      0.00000E+00      3.40000E-11      0.00000E+00
      2.06000E+01      0.00000E+00      7.50000E-12      0.00000E+00
      2.08000E+01      0.00000E+00      4.00000E-12      0.00000E+00
      2.10000E+01      0.00000E+00      5.50000E-12      0.00000E+00
      2.12000E+01      0.00000E+00      2.00000E-12      0.00000E+00
      2.14000E+01      0.00000E+00      4.10000E-12      0.00000E+00
      2.16000E+01      0.00000E+00      4.00000E-12      0.00000E+00
      2.18000E+01      0.00000E+00      2.20000E-12      0.00000E+00
      2.20000E+01      0.00000E+00      3.20000E-12      0.00000E+00
      2.22000E+01      0.00000E+00      2.80000E-12      0.00000E+00
      2.24000E+01      0.00000E+00      2.90000E-12      0.00000E+00
      2.26000E+01      0.00000E+00      2.70000E-12      0.00000E+00
      2.28000E+01      0.00000E+00      2.10000E-12      0.00000E+00
      2.30000E+01      0.00000E+00      0.00000E+00      0.00000E+00
