# entry-subent-pointer  : 41611--00-9-0 
# EXFOR reaction        : ['92-U-235', ['N,F'], ',PR,NU/DE,,MXD'] 
# incident energy       : 3.63e-08 MeV 
# target                : U-235 
# product               : - 
# level energy          : 2.21e-01 MeV 
# MF-MT number          : ? - 18 
# first author          : A.S.Vorobyev 
# institute             : (4RUSLIN): Peterburgskiy Institute Yad.Fiz.,Russ.Ak.Nauk., Gatchina 
# reference             : (J,YK,,(2),53,2016) 
# year                  : 2016 
# facility              : (REAC): Reactor 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/416/41611.x4 
# nds                   : https://nds.iaea.org/EXFOR/41611
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      2.21000E-01      0.00000E+00      9.24230E-01      9.13800E-02
      2.41000E-01      0.00000E+00      9.39070E-01      7.46900E-02
      2.63000E-01      0.00000E+00      8.61190E-01      6.02600E-02
      2.87000E-01      0.00000E+00      9.12810E-01      5.48000E-02
      3.16000E-01      0.00000E+00      9.04380E-01      4.48900E-02
      3.49000E-01      0.00000E+00      9.72190E-01      4.58600E-02
      3.88000E-01      0.00000E+00      8.81510E-01      3.46000E-02
      4.34000E-01      0.00000E+00      9.24040E-01      2.93600E-02
      4.88000E-01      0.00000E+00      9.51850E-01      2.68600E-02
      5.30000E-01      0.00000E+00      9.31780E-01      3.45500E-02
      5.53000E-01      0.00000E+00      9.24420E-01      3.26900E-02
      5.77000E-01      0.00000E+00      9.52490E-01      3.22400E-02
      6.03000E-01      0.00000E+00      9.36340E-01      3.07500E-02
      6.31000E-01      0.00000E+00      9.29550E-01      2.64400E-02
      6.61000E-01      0.00000E+00      9.49920E-01      2.94800E-02
      6.94000E-01      0.00000E+00      9.38860E-01      2.88600E-02
      7.28000E-01      0.00000E+00      9.54090E-01      2.73300E-02
      7.66000E-01      0.00000E+00      9.62910E-01      2.95500E-02
      8.06000E-01      0.00000E+00      9.52270E-01      2.83700E-02
      8.49000E-01      0.00000E+00      9.61250E-01      2.53400E-02
      8.96000E-01      0.00000E+00      9.62430E-01      2.88700E-02
      9.48000E-01      0.00000E+00      9.82490E-01      2.32200E-02
      1.00300E+00      0.00000E+00      9.83300E-01      2.59900E-02
      1.06400E+00      0.00000E+00      9.90370E-01      2.32800E-02
      1.13000E+00      0.00000E+00      1.00476E+00      1.87100E-02
      1.20300E+00      0.00000E+00      9.93240E-01      2.00100E-02
      1.28300E+00      0.00000E+00      1.00608E+00      1.82300E-02
      1.37200E+00      0.00000E+00      1.01851E+00      2.25600E-02
      1.46900E+00      0.00000E+00      1.00806E+00      2.13800E-02
      1.57800E+00      0.00000E+00      1.01280E+00      2.17300E-02
      1.69900E+00      0.00000E+00      1.04364E+00      2.03600E-02
      1.83500E+00      0.00000E+00      1.05509E+00      2.15900E-02
      1.98800E+00      0.00000E+00      1.07043E+00      2.33300E-02
      2.16100E+00      0.00000E+00      1.05906E+00      2.33800E-02
      2.35700E+00      0.00000E+00      1.09791E+00      2.70100E-02
      2.58100E+00      0.00000E+00      1.07569E+00      2.81400E-02
      2.83900E+00      0.00000E+00      1.07444E+00      3.12400E-02
      3.13700E+00      0.00000E+00      1.10095E+00      3.60900E-02
      3.48600E+00      0.00000E+00      1.10978E+00      3.92000E-02
      3.89600E+00      0.00000E+00      1.09628E+00      4.50000E-02
      4.38300E+00      0.00000E+00      1.09816E+00      5.27600E-02
      4.96700E+00      0.00000E+00      1.07086E+00      5.99100E-02
      5.67700E+00      0.00000E+00      1.04860E+00      7.17900E-02
      6.55200E+00      0.00000E+00      1.02985E+00      8.34400E-02
      7.64700E+00      0.00000E+00      9.39700E-01      9.36800E-02
      9.04300E+00      0.00000E+00      8.86540E-01      1.14030E-01
      1.08600E+01      0.00000E+00      8.62960E-01      1.46450E-01
      1.32900E+01      0.00000E+00      7.31100E-01      1.92190E-01
      1.66500E+01      0.00000E+00      4.62220E-01      2.28520E-01
