# entry-subent-pointer  : O0291-005-0 
# EXFOR reaction        : ['26-FE-54', ['P,X'], '1-H-1,EM,DE'] 
# incident energy       : 6.1500e+01 MeV 
# target                : Fe-54 
# product               : H-1 
# level energy          : 1.6600e+00 MeV 
# MF-MT number          : 5 - None 
# first author          : F.E.Bertrand 
# institute             : (1USAORL): Oak Ridge National Laboratory, Oak Ridge, TN 
# reference             : (R,ORNL-4469,197002) 
# year                  : 1970 
# facility              : (ISOCY): Isochronous cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/O02/O0291.x4 
# nds                   : https://nds.iaea.org/EXFOR/O0291
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.66000E+00      0.00000E+00      6.16000E-08      0.00000E+00
      2.06000E+00      0.00000E+00      8.94000E-08      0.00000E+00
      2.47000E+00      0.00000E+00      1.20000E-07      0.00000E+00
      2.88000E+00      0.00000E+00      1.59300E-07      0.00000E+00
      3.28000E+00      0.00000E+00      1.91000E-07      0.00000E+00
      3.69000E+00      0.00000E+00      1.85400E-07      0.00000E+00
      4.10000E+00      0.00000E+00      1.85500E-07      0.00000E+00
      4.51000E+00      0.00000E+00      1.81900E-07      0.00000E+00
      4.91000E+00      0.00000E+00      1.74400E-07      0.00000E+00
      5.32000E+00      0.00000E+00      1.63600E-07      0.00000E+00
      5.73000E+00      0.00000E+00      1.50600E-07      0.00000E+00
      6.14000E+00      0.00000E+00      1.38400E-07      0.00000E+00
      6.54000E+00      0.00000E+00      1.24700E-07      0.00000E+00
      6.95000E+00      0.00000E+00      1.07000E-07      0.00000E+00
      7.97000E+00      0.00000E+00      8.63000E-08      0.00000E+00
      8.99000E+00      0.00000E+00      5.98000E-08      0.00000E+00
      1.00100E+01      0.00000E+00      4.20000E-08      0.00000E+00
      1.10200E+01      0.00000E+00      3.40000E-08      0.00000E+00
      1.20400E+01      0.00000E+00      2.83000E-08      0.00000E+00
      1.30600E+01      0.00000E+00      2.42000E-08      0.00000E+00
      1.40800E+01      0.00000E+00      2.13000E-08      0.00000E+00
      1.51000E+01      0.00000E+00      1.95000E-08      0.00000E+00
      1.61200E+01      0.00000E+00      1.77000E-08      0.00000E+00
      1.71300E+01      0.00000E+00      1.65000E-08      0.00000E+00
      1.81500E+01      0.00000E+00      1.55000E-08      0.00000E+00
      2.00000E+01      0.00000E+00      1.42000E-08      0.00000E+00
      2.20000E+01      0.00000E+00      1.34000E-08      0.00000E+00
      2.40000E+01      0.00000E+00      1.26000E-08      0.00000E+00
      2.60000E+01      0.00000E+00      1.20000E-08      0.00000E+00
      2.80000E+01      0.00000E+00      1.15000E-08      0.00000E+00
      3.00000E+01      0.00000E+00      1.10000E-08      0.00000E+00
      3.20000E+01      0.00000E+00      1.05000E-08      0.00000E+00
      3.40000E+01      0.00000E+00      1.03000E-08      0.00000E+00
      3.60000E+01      0.00000E+00      1.01000E-08      0.00000E+00
      3.80000E+01      0.00000E+00      9.90000E-09      0.00000E+00
      4.00000E+01      0.00000E+00      1.02000E-08      0.00000E+00
      4.20000E+01      0.00000E+00      1.01000E-08      0.00000E+00
      4.40000E+01      0.00000E+00      9.42000E-09      0.00000E+00
      4.60000E+01      0.00000E+00      8.50000E-09      0.00000E+00
      4.80000E+01      0.00000E+00      7.71000E-09      0.00000E+00
      5.00000E+01      0.00000E+00      7.00000E-09      0.00000E+00
      5.20000E+01      0.00000E+00      7.01000E-09      0.00000E+00
      5.40000E+01      0.00000E+00      6.92000E-09      0.00000E+00
      5.60000E+01      0.00000E+00      5.40000E-09      0.00000E+00
      5.80000E+01      0.00000E+00      5.92000E-09      0.00000E+00
      6.00000E+01      0.00000E+00      7.86000E-09      0.00000E+00
