# entry-subent-pointer  : 22075-014-2 
# EXFOR reaction        : ['9-F-19', ['N,X'], '0-NN-1,,DE'] 
# incident energy       : 1.4100e+01 MeV 
# target                : F-19 
# product               : Nn-1 
# level energy          : 1.5400e+01 MeV 
# MF-MT number          : 5 - None 
# first author          : A.Takahashi 
# institute             : (2JPNOSA): Osaka University , Osaka 
# reference             : ((S,JAERI-M-88-065,279,1988)=(S,INDC(JPN)-113,279,1988)) 
# year                  : 1988 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/220/22075.x4 
# nds                   : https://nds.iaea.org/EXFOR/22075
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.54000E+01      0.00000E+00      1.46000E-08      2.73000E-09
      1.52000E+01      0.00000E+00      6.03000E-08      3.68000E-09
      1.50000E+01      0.00000E+00      1.25000E-07      5.80000E-09
      1.48000E+01      0.00000E+00      3.93000E-07      9.88000E-09
      1.46000E+01      0.00000E+00      1.21000E-07      5.79000E-09
      1.44000E+01      0.00000E+00      5.08000E-07      1.04000E-08
      1.42000E+01      0.00000E+00      8.49000E-07      5.78000E-09
      1.40000E+01      0.00000E+00      9.40000E-07      6.84000E-09
      1.38000E+01      0.00000E+00      6.82000E-07      5.30000E-09
      1.36000E+01      0.00000E+00      3.86000E-07      3.74000E-09
      1.34000E+01      0.00000E+00      2.81000E-07      3.23000E-09
      1.32000E+01      0.00000E+00      2.54000E-07      3.04000E-09
      1.30000E+01      0.00000E+00      2.09000E-07      2.65000E-09
      1.28000E+01      0.00000E+00      1.83000E-07      2.45000E-09
      1.26000E+01      0.00000E+00      1.57000E-07      2.38000E-09
      1.24000E+01      0.00000E+00      1.21000E-07      2.19000E-09
      1.22000E+01      0.00000E+00      9.85000E-08      2.07000E-09
      1.20000E+01      0.00000E+00      8.12000E-08      2.04000E-09
      1.18000E+01      0.00000E+00      7.80000E-08      1.93000E-09
      1.16000E+01      0.00000E+00      7.01000E-08      1.81000E-09
      1.14000E+01      0.00000E+00      4.93000E-08      1.69000E-09
      1.12000E+01      0.00000E+00      3.36000E-08      1.67000E-09
      1.10000E+01      0.00000E+00      3.42000E-08      1.57000E-09
      1.08000E+01      0.00000E+00      3.25000E-08      1.49000E-09
      1.06000E+01      0.00000E+00      2.59000E-08      1.44000E-09
      1.04000E+01      0.00000E+00      2.39000E-08      1.37000E-09
      1.02000E+01      0.00000E+00      2.30000E-08      1.27000E-09
      1.00000E+01      0.00000E+00      1.83000E-08      1.16000E-09
      9.80000E+00      0.00000E+00      2.07000E-08      1.28000E-09
      9.60000E+00      0.00000E+00      2.39000E-08      1.30000E-09
      9.40000E+00      0.00000E+00      2.38000E-08      1.45000E-09
      9.20000E+00      0.00000E+00      2.08000E-08      1.54000E-09
      9.00000E+00      0.00000E+00      2.47000E-08      1.55000E-09
      8.80000E+00      0.00000E+00      3.59000E-08      1.54000E-09
      8.60000E+00      0.00000E+00      4.49000E-08      1.58000E-09
      8.40000E+00      0.00000E+00      4.86000E-08      1.56000E-09
      8.20000E+00      0.00000E+00      4.67000E-08      1.54000E-09
      8.00000E+00      0.00000E+00      4.34000E-08      1.50000E-09
      7.80000E+00      0.00000E+00      4.63000E-08      1.49000E-09
      7.60000E+00      0.00000E+00      4.47000E-08      1.46000E-09
      7.40000E+00      0.00000E+00      4.87000E-08      1.56000E-09
      7.20000E+00      0.00000E+00      4.70000E-08      1.60000E-09
      7.00000E+00      0.00000E+00      5.63000E-08      1.60000E-09
      6.80000E+00      0.00000E+00      5.44000E-08      1.63000E-09
      6.60000E+00      0.00000E+00      5.79000E-08      1.63000E-09
      6.40000E+00      0.00000E+00      5.35000E-08      1.43000E-09
      6.20000E+00      0.00000E+00      5.61000E-08      1.42000E-09
      6.00000E+00      0.00000E+00      6.18000E-08      1.47000E-09
      5.80000E+00      0.00000E+00      5.86000E-08      1.45000E-09
      5.60000E+00      0.00000E+00      6.13000E-08      1.47000E-09
      5.40000E+00      0.00000E+00      6.16000E-08      1.47000E-09
      5.20000E+00      0.00000E+00      6.04000E-08      1.45000E-09
      5.00000E+00      0.00000E+00      6.60000E-08      1.48000E-09
      4.80000E+00      0.00000E+00      7.00000E-08      1.50000E-09
      4.60000E+00      0.00000E+00      7.17000E-08      1.50000E-09
      4.40000E+00      0.00000E+00      7.10000E-08      1.52000E-09
      4.20000E+00      0.00000E+00      7.19000E-08      1.55000E-09
      4.00000E+00      0.00000E+00      7.33000E-08      1.58000E-09
      3.80000E+00      0.00000E+00      7.64000E-08      1.61000E-09
      3.60000E+00      0.00000E+00      7.74000E-08      1.64000E-09
      3.40000E+00      0.00000E+00      8.48000E-08      1.67000E-09
      3.20000E+00      0.00000E+00      8.79000E-08      1.74000E-09
      3.00000E+00      0.00000E+00      8.77000E-08      1.78000E-09
      2.80000E+00      0.00000E+00      8.74000E-08      1.86000E-09
      2.60000E+00      0.00000E+00      9.81000E-08      2.03000E-09
      2.40000E+00      0.00000E+00      1.06000E-07      1.92000E-09
      2.20000E+00      0.00000E+00      1.05000E-07      1.94000E-09
      2.00000E+00      0.00000E+00      1.13000E-07      2.06000E-09
      1.80000E+00      0.00000E+00      1.32000E-07      2.24000E-09
      1.60000E+00      0.00000E+00      1.36000E-07      2.46000E-09
      1.40000E+00      0.00000E+00      1.42000E-07      3.09000E-09
      1.20000E+00      0.00000E+00      1.47000E-07      3.88000E-09
      1.00000E+00      0.00000E+00      1.35000E-07      6.97000E-09
      8.00000E-01      0.00000E+00      2.15000E-07      4.43000E-08
