# entry-subent-pointer  : 22411-003-0 
# EXFOR reaction        : ['24-CR-0', ['N,X'], '0-NN-1,EM,DE'] 
# incident energy       : 1.4100e+01 MeV 
# target                : Cr-0 
# product               : Nn-1 
# level energy          : 1.5000e+00 MeV 
# MF-MT number          : 5 - None 
# first author          : D.Schmidt 
# institute             : (2GERPTB): Physikalisch-Technische Bundesanstalt, Braunschweig 
# reference             : (C,97TRIEST,1,407,199705) 
# year                  : 1997 
# facility              : (CYCLO): Cyclotron 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/224/22411.x4 
# nds                   : https://nds.iaea.org/EXFOR/22411
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.50000E+00      0.00000E+00      3.84520E-07      2.99926E-08
      1.75000E+00      0.00000E+00      2.62690E-07      2.54809E-08
      2.00000E+00      0.00000E+00      3.63630E-07      2.61814E-08
      2.25000E+00      0.00000E+00      2.38400E-07      2.64624E-08
      2.50000E+00      0.00000E+00      2.53620E-07      1.44563E-08
      2.75000E+00      0.00000E+00      2.32460E-07      1.23204E-08
      3.00000E+00      0.00000E+00      1.66920E-07      1.08498E-08
      3.25000E+00      0.00000E+00      1.83650E-07      1.10190E-08
      3.50000E+00      0.00000E+00      2.02300E-07      1.09242E-08
      3.75000E+00      0.00000E+00      1.53040E-07      9.79456E-09
      4.00000E+00      0.00000E+00      1.22170E-07      8.30756E-09
      4.50000E+00      0.00000E+00      9.83400E-08      8.45724E-09
      5.00000E+00      0.00000E+00      8.44600E-08      7.68586E-09
      5.50000E+00      0.00000E+00      5.55800E-08      6.78076E-09
      6.00000E+00      0.00000E+00      3.83200E-08      5.86296E-09
      6.50000E+00      0.00000E+00      4.55300E-08      4.23429E-09
      7.00000E+00      0.00000E+00      3.49400E-08      3.00484E-09
      7.50000E+00      0.00000E+00      2.68000E-08      2.09040E-09
      8.00000E+00      0.00000E+00      2.16800E-08      1.43088E-09
      9.00000E+00      0.00000E+00      2.95100E-08      1.47550E-09
      1.00000E+01      0.00000E+00      1.79000E-08      1.30670E-09
      1.10000E+01      0.00000E+00      9.39000E-09      8.16930E-10
