# entry-subent-pointer  : 23006--00-2-0 
# EXFOR reaction        : ['73-TA-181', ['N,G'], '73-TA-182,,DE'] 
# incident energy       : 4.00e-01 MeV 
# target                : Ta-181 
# product               : Ta-182 
# level energy          : 4.90e-01 MeV 
# MF-MT number          : 5 - 102 
# first author          : M.Igashira 
# institute             : (2JPNTIT): Tokyo Institute of Technology, Tokyo 
# reference             : (J,NP/A,457,(2),301,198609) 
# year                  : 1986 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/230/23006.x4 
# nds                   : https://nds.iaea.org/EXFOR/23006
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      4.90000E-01      0.00000E+00      3.36800E-07      1.95800E-08
      5.90000E-01      0.00000E+00      9.89800E-08      6.08400E-09
      6.90000E-01      0.00000E+00      1.50700E-07      1.00600E-08
      7.90000E-01      0.00000E+00      1.60500E-07      9.33200E-09
      8.90000E-01      0.00000E+00      2.01800E-07      1.46500E-08
      9.90000E-01      0.00000E+00      2.05000E-07      7.87300E-09
      1.09000E+00      0.00000E+00      1.94300E-07      1.13000E-08
      1.19000E+00      0.00000E+00      1.98600E-07      2.12300E-08
      1.29000E+00      0.00000E+00      2.18900E-07      9.12100E-09
      1.39000E+00      0.00000E+00      2.39800E-07      8.42600E-09
      1.49000E+00      0.00000E+00      2.28700E-07      9.14700E-09
      1.59000E+00      0.00000E+00      2.12100E-07      9.75800E-09
      1.69000E+00      0.00000E+00      2.07500E-07      1.27500E-08
      1.79000E+00      0.00000E+00      2.01000E-07      1.43800E-08
      1.89000E+00      0.00000E+00      1.93000E-07      8.04300E-09
      1.99000E+00      0.00000E+00      1.88800E-07      1.14900E-08
      2.09000E+00      0.00000E+00      1.84100E-07      1.19300E-08
      2.19000E+00      0.00000E+00      1.77200E-07      1.28700E-08
      2.29000E+00      0.00000E+00      1.74500E-07      1.72300E-08
      2.39000E+00      0.00000E+00      1.69600E-07      1.85100E-08
      2.49000E+00      0.00000E+00      1.68500E-07      1.26200E-08
      2.59000E+00      0.00000E+00      1.54300E-07      1.20800E-08
      2.69000E+00      0.00000E+00      1.50500E-07      9.75100E-09
      2.79000E+00      0.00000E+00      1.42200E-07      4.99400E-09
      2.89000E+00      0.00000E+00      1.36500E-07      1.02200E-08
      2.99000E+00      0.00000E+00      1.30600E-07      1.06700E-08
      3.09000E+00      0.00000E+00      1.27400E-07      9.53800E-09
      3.19000E+00      0.00000E+00      1.09200E-07      5.26600E-09
      3.29000E+00      0.00000E+00      1.10900E-07      8.30400E-09
      3.39000E+00      0.00000E+00      1.00300E-07      8.87200E-09
      3.59000E+00      0.00000E+00      8.62400E-08      5.30100E-09
      3.69000E+00      0.00000E+00      8.09800E-08      7.16500E-09
      3.79000E+00      0.00000E+00      7.27700E-08      2.79400E-09
      3.89000E+00      0.00000E+00      7.11900E-08      5.33100E-09
      3.99000E+00      0.00000E+00      6.58100E-08      4.70700E-09
      4.09000E+00      0.00000E+00      6.12100E-08      4.17300E-09
      4.19000E+00      0.00000E+00      5.53600E-08      5.27700E-09
      4.30000E+00      0.00000E+00      5.53500E-08      2.48800E-09
      4.39000E+00      0.00000E+00      5.05300E-08      4.47000E-09
      4.49000E+00      0.00000E+00      5.02100E-08      3.76000E-09
      4.59000E+00      0.00000E+00      4.18500E-08      3.55900E-09
      4.69000E+00      0.00000E+00      3.74900E-08      4.61800E-09
      4.79000E+00      0.00000E+00      3.23400E-08      3.19400E-09
      4.89000E+00      0.00000E+00      3.02700E-08      2.16500E-09
      4.99000E+00      0.00000E+00      2.56300E-08      2.53200E-09
      5.09000E+00      0.00000E+00      2.02500E-08      2.07000E-09
      5.19000E+00      0.00000E+00      2.03100E-08      2.11400E-09
      5.29000E+00      0.00000E+00      1.66100E-08      1.72900E-09
      5.39000E+00      0.00000E+00      1.46500E-08      1.35900E-09
      5.49000E+00      0.00000E+00      1.31200E-08      1.02900E-09
      5.60000E+00      0.00000E+00      1.24800E-08      1.26400E-09
      5.69000E+00      0.00000E+00      1.22500E-08      1.63900E-09
      5.79000E+00      0.00000E+00      1.10700E-08      1.40300E-09
      5.89000E+00      0.00000E+00      1.00500E-08      1.48800E-09
      5.99000E+00      0.00000E+00      1.00800E-08      1.34900E-09
      6.09000E+00      0.00000E+00      7.13300E-09      1.03100E-09
      6.19000E+00      0.00000E+00      6.99900E-09      9.60400E-10
      6.29000E+00      0.00000E+00      7.49900E-09      1.05700E-09
      6.39000E+00      0.00000E+00      5.56400E-09      1.02700E-09
      6.49000E+00      0.00000E+00      1.66600E-09      5.75700E-10
