# entry-subent-pointer  : 40342--00-4-0 
# EXFOR reaction        : ['94-PU-241', ['N,F'], ',PR,NU,,,DERIV'] 
# incident energy       : 2.80e-01 MeV - 5.00e+00 MeV 
# target                : Pu-241 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : V.G.Vorob'Eva 
# institute             : (4RUSFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : ((R,YK-15,3,1974)=(R,INDC(CCP)-57,3,1974)) 
# year                  : 1974 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/403/40342.x4 
# nds                   : https://nds.iaea.org/EXFOR/40342
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      2.80000E-01      5.00000E-02      2.97500E+00      1.50000E-02
      4.00000E-01      5.00000E-02      2.97400E+00      1.50000E-02
      5.50000E-01      5.00000E-02      3.00800E+00      1.70000E-02
      7.00000E-01      5.00000E-02      3.03100E+00      2.20000E-02
      8.50000E-01      7.00000E-02      3.03100E+00      2.20000E-02
      1.00000E+00      5.00000E-02      3.04700E+00      2.50000E-02
      1.33000E+00      7.00000E-02      3.09200E+00      3.20000E-02
      1.54000E+00      6.00000E-02      3.12600E+00      3.80000E-02
      1.74000E+00      6.00000E-02      3.13900E+00      4.00000E-02
      1.94000E+00      6.00000E-02      3.19500E+00      4.80000E-02
      2.15000E+00      5.00000E-02      3.20100E+00      5.00000E-02
      2.36000E+00      4.00000E-02      3.25000E+00      5.60000E-02
      2.56000E+00      4.00000E-02      3.25000E+00      5.60000E-02
      2.74000E+00      6.00000E-02      3.30500E+00      6.50000E-02
      5.00000E+00      1.00000E-01      3.66000E+00      1.15000E-01
