# entry-subent-pointer  : 30532-031-0 
# EXFOR reaction        : ['35-BR-0', ['N,G'], ',,DE'] 
# incident energy       : 1.41e+01 MeV 
# target                : Br-0 
# product               : - 
# level energy          : 1.18e+01 MeV 
# MF-MT number          : 5 - 102 
# first author          : M.Budnar 
# institute             : (3SLNIJS): Institute Jozef Stefan, Ljubljana 
# reference             : (R,INDC(YUG)-6,197912) 
# year                  : 1979 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/305/30532.x4 
# nds                   : https://nds.iaea.org/EXFOR/30532
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.17500E+01      0.00000E+00      8.22000E-10      5.34000E-10
      1.22500E+01      0.00000E+00      4.84000E-10      3.02000E-10
      1.27500E+01      0.00000E+00      3.67000E-10      2.14000E-10
      1.32500E+01      0.00000E+00      2.60000E-10      1.54000E-10
      1.37500E+01      0.00000E+00      2.46000E-10      1.25000E-10
      1.42500E+01      0.00000E+00      1.27000E-10      7.90000E-11
      1.47500E+01      0.00000E+00      1.95000E-10      8.10000E-11
      1.52500E+01      0.00000E+00      2.07000E-10      7.10000E-11
      1.57500E+01      0.00000E+00      1.58000E-10      5.50000E-11
      1.62500E+01      0.00000E+00      1.10000E-10      4.20000E-11
      1.67500E+01      0.00000E+00      1.98000E-10      5.10000E-11
      1.72500E+01      0.00000E+00      1.40000E-10      3.80000E-11
      1.77500E+01      0.00000E+00      1.72000E-10      3.70000E-11
      1.82500E+01      0.00000E+00      1.35000E-10      3.00000E-11
      1.87500E+01      0.00000E+00      1.38000E-10      2.70000E-11
      1.92500E+01      0.00000E+00      9.40000E-11      1.90000E-11
      1.97500E+01      0.00000E+00      1.00000E-10      2.00000E-11
      2.02500E+01      0.00000E+00      6.10000E-11      1.40000E-11
      2.07500E+01      0.00000E+00      6.10000E-11      1.50000E-11
      2.12500E+01      0.00000E+00      6.00000E-11      1.50000E-11
      2.17500E+01      0.00000E+00      4.40000E-11      1.30000E-11
      2.22500E+01      0.00000E+00      2.50000E-11      1.00000E-11
      2.27500E+01      0.00000E+00      1.70000E-11      9.00000E-12
      2.32500E+01      0.00000E+00      1.30000E-11      9.00000E-12
      2.37500E+01      0.00000E+00      4.00000E-12      5.00000E-12
