# entry-subent-pointer  : 40874-002-0 
# EXFOR reaction        : ['98-CF-252', ['0,F'], ',PR,NU/DE'] 
# incident energy       : 0.00e+00 MeV 
# target                : Cf-252 
# product               : - 
# level energy          : 9.10e-02 MeV 
# MF-MT number          : ? - 18 
# first author          : A.A.Boytsov 
# institute             : (4RUSNIR): NIIAR Dimitrovgrad 
# reference             : (C,83KIEV,2,298,198310) 
# year                  : 1983 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/408/40874.x4 
# nds                   : https://nds.iaea.org/EXFOR/40874
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      9.10000E-02      5.00000E-03      7.26000E-07      3.04920E-08
      1.05000E-01      6.00000E-03      7.71400E-07      3.00846E-08
      1.23000E-01      7.00000E-03      8.21300E-07      2.95668E-08
      1.36000E-01      8.00000E-03      8.46400E-07      2.79312E-08
      1.39000E-01      9.00000E-03      8.48000E-07      2.71360E-08
      1.44000E-01      9.00000E-03      8.48900E-07      2.63159E-08
      1.48000E-01      1.00000E-02      8.71500E-07      2.70165E-08
      1.53000E-01      1.00000E-02      8.72900E-07      2.70599E-08
      1.57000E-01      1.10000E-02      8.76200E-07      2.62860E-08
      1.62000E-01      1.10000E-02      8.84700E-07      2.65410E-08
      1.67000E-01      1.20000E-02      9.04600E-07      2.71380E-08
      1.73000E-01      1.20000E-02      8.98100E-07      2.60449E-08
      1.81000E-01      1.30000E-02      9.04400E-07      2.62276E-08
      1.91000E-01      1.40000E-02      9.21700E-07      2.58076E-08
      1.98000E-01      1.50000E-02      9.35900E-07      2.62052E-08
      2.04000E-01      1.60000E-02      9.45600E-07      2.64768E-08
      2.12000E-01      1.70000E-02      9.52300E-07      2.66644E-08
      2.20000E-01      1.80000E-02      9.70600E-07      2.71768E-08
      2.28000E-01      1.90000E-02      9.98500E-07      2.79580E-08
      2.37000E-01      2.00000E-02      1.01640E-06      2.84592E-08
      2.46000E-01      2.10000E-02      1.02310E-06      2.86468E-08
      2.55000E-01      2.20000E-02      1.02880E-06      2.88064E-08
      2.66000E-01      2.40000E-02      1.04780E-06      2.82906E-08
      2.77000E-01      2.60000E-02      1.05580E-06      2.85066E-08
      2.88000E-01      2.80000E-02      1.07990E-06      2.91573E-08
      3.01000E-01      3.00000E-02      1.08480E-06      2.92896E-08
      3.14000E-01      3.10000E-02      1.10560E-06      2.98512E-08
      3.28000E-01      3.30000E-02      1.12400E-06      3.03480E-08
      3.43000E-01      3.60000E-02      1.14880E-06      3.10176E-08
      3.59000E-01      3.80000E-02      1.15540E-06      3.11958E-08
      3.76000E-01      4.10000E-02      1.16680E-06      3.15036E-08
      3.95000E-01      4.40000E-02      1.16810E-06      3.15387E-08
      4.15000E-01      4.70000E-02      1.18180E-06      3.19086E-08
      4.37000E-01      5.10000E-02      1.18860E-06      3.20922E-08
      4.60000E-01      5.50000E-02      1.19680E-06      3.23136E-08
      4.85000E-01      6.00000E-02      1.21390E-06      3.27753E-08
      5.12000E-01      6.60000E-02      1.23400E-06      3.33180E-08
      5.42000E-01      7.20000E-02      1.24170E-06      3.35259E-08
      5.74000E-01      7.70000E-02      1.23190E-06      3.32613E-08
      6.10000E-01      8.50000E-02      1.21930E-06      3.29211E-08
      6.49000E-01      9.30000E-02      1.23120E-06      3.32424E-08
      6.90000E-01      1.00000E-01      1.24650E-06      3.36555E-08
      7.40000E-01      1.10000E-01      1.24620E-06      3.36474E-08
      7.90000E-01      1.30000E-01      1.24620E-06      3.36474E-08
      8.50000E-01      1.40000E-01      1.23940E-06      3.34638E-08
      9.10000E-01      1.60000E-01      1.26020E-06      3.40254E-08
      9.80000E-01      1.70000E-01      1.23200E-06      3.32640E-08
      1.06000E+00      2.00000E-01      1.21200E-06      3.39360E-08
      1.15000E+00      2.20000E-01      1.20300E-06      3.36840E-08
      1.26000E+00      2.50000E-01      1.18600E-06      3.32080E-08
      1.37000E+00      2.90000E-01      1.14900E-06      3.21720E-08
      1.51000E+00      3.30000E-01      1.11100E-06      3.22190E-08
      1.66000E+00      3.90000E-01      1.02800E-06      2.98120E-08
      1.84000E+00      4.50000E-01      9.61000E-07      2.78690E-08
      2.05000E+00      5.20000E-01      8.69000E-07      2.60700E-08
