# entry-subent-pointer  : L0185-005-0 
# EXFOR reaction        : ['90-TH-232', ['G,F'], ',PR,NU'] 
# incident energy       : 5.57e+00 MeV - 1.73e+01 MeV 
# target                : Th-232 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : J.T.Caldwell 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,NSE,73,(2),153,1980) 
# year                  : 1980 
# facility              : (LINAC): Linear accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/L01/L0185.x4 
# nds                   : https://nds.iaea.org/EXFOR/L0185
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      5.57100E+00      0.00000E+00      1.51900E+00      5.09000E-01
      5.76100E+00      0.00000E+00      1.88000E+00      2.69000E-01
      5.90500E+00      0.00000E+00      1.70400E+00      2.22000E-01
      6.02400E+00      0.00000E+00      1.98100E+00      2.13000E-01
      6.14300E+00      0.00000E+00      2.00900E+00      2.22000E-01
      6.28600E+00      0.00000E+00      1.97200E+00      1.94000E-01
      6.45300E+00      0.00000E+00      1.75900E+00      1.57000E-01
      6.74000E+00      0.00000E+00      1.89800E+00      2.22000E-01
      7.00200E+00      0.00000E+00      1.91700E+00      2.13000E-01
      7.24100E+00      0.00000E+00      1.67600E+00      2.31000E-01
      7.47900E+00      0.00000E+00      1.84300E+00      2.22000E-01
      7.71800E+00      0.00000E+00      1.72200E+00      2.22000E-01
      7.95600E+00      0.00000E+00      1.65700E+00      2.13000E-01
      8.21900E+00      0.00000E+00      1.66700E+00      2.96000E-01
      8.67200E+00      0.00000E+00      2.01900E+00      2.50000E-01
      8.93400E+00      0.00000E+00      2.11100E+00      2.59000E-01
      9.43500E+00      0.00000E+00      2.50000E+00      2.13000E-01
      9.93600E+00      0.00000E+00      2.57400E+00      1.57000E-01
      1.04370E+01      0.00000E+00      2.60200E+00      1.20000E-01
      1.09150E+01      0.00000E+00      2.44400E+00      7.40000E-02
      1.16300E+01      0.00000E+00      2.44400E+00      4.07000E-01
      1.23700E+01      0.00000E+00      2.68500E+00      3.43000E-01
      1.31090E+01      0.00000E+00      2.59300E+00      2.96000E-01
      1.38490E+01      0.00000E+00      2.95400E+00      2.04000E-01
      1.43740E+01      0.00000E+00      3.09300E+00      2.96000E-01
      1.48270E+01      0.00000E+00      3.50900E+00      3.06000E-01
      1.53280E+01      0.00000E+00      3.20400E+00      2.22000E-01
      1.73080E+01      0.00000E+00      3.77800E+00      2.50000E-01
