# entry-subent-pointer  : 40612--00-2-0 
# EXFOR reaction        : ['92-U-236', ['N,F'], ',PR,NU'] 
# incident energy       : 1.30e+00 MeV - 3.50e+00 MeV 
# target                : U-236 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - 456 
# first author          : V.G.Vorob'Jova 
# institute             : (4CCPFEI): Fiziko-Energeticheskii Institute , Obninsk 
# reference             : (C,80KIEV,3,95,8009) 
# year                  : 1980 
# facility              : (VDG): Van de Graaff 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/406/40612.x4 
# nds                   : https://nds.iaea.org/EXFOR/40612
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      1.30000E+00      6.00000E-02      2.45400E+00      2.80000E-02
      1.51000E+00      5.00000E-02      2.51600E+00      3.50000E-02
      1.82000E+00      5.00000E-02      2.55300E+00      3.40000E-02
      2.00000E+00      5.00000E-02      2.51600E+00      3.30000E-02
      2.20000E+00      5.00000E-02      2.56200E+00      3.00000E-02
      2.30000E+00      5.00000E-02      2.64800E+00      3.00000E-02
      2.50000E+00      5.00000E-02      2.61300E+00      2.90000E-02
      2.80000E+00      4.00000E-02      2.62500E+00      3.20000E-02
      3.00000E+00      4.00000E-02      2.76200E+00      2.10000E-02
      3.07000E+00      4.00000E-02      2.71400E+00      2.60000E-02
      3.30000E+00      4.00000E-02      2.73600E+00      3.50000E-02
      3.50000E+00      4.00000E-02      2.75700E+00      3.50000E-02
