# entry-subent-pointer  : 10901-008-0 
# EXFOR reaction        : ['100-FM-257', ['0,F'], ',PR/NUM,NU'] 
# incident energy       : 0.00e+00 MeV 
# target                : Fm-257 
# product               : - 
# level energy          : - 
# MF-MT number          : 1 - Miscellaneous 
# first author          : D.C.Hoffman 
# institute             : (1USALAS): Los Alamos National Laboratory, NM 
# reference             : (J,PR/C,21,637,1980) 
# year                  : 1980 
# facility              : None 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/109/10901.x4 
# nds                   : https://nds.iaea.org/EXFOR/10901
#
#     E_in(MeV)        dE_in(MeV)       Multiplicity            dMultiplicity
      0.00000E+00      0.00000E+00      2.20000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      5.80000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      1.27000E-01      0.00000E+00
      0.00000E+00      0.00000E+00      2.12000E-01      0.00000E+00
      0.00000E+00      0.00000E+00      2.62000E-01      0.00000E+00
      0.00000E+00      0.00000E+00      1.91000E-01      0.00000E+00
      0.00000E+00      0.00000E+00      9.60000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      3.10000E-02      0.00000E+00
      0.00000E+00      0.00000E+00      8.00000E-03      0.00000E+00
      0.00000E+00      0.00000E+00      3.00000E-03      0.00000E+00
